,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,79,0,73,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3
01:00:00,51,0,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,27,0,22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
03:00:00,40,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,23,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,23,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
06:00:00,41,0,37,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4
07:00:00,80,0,69,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2.5
08:00:00,121,0,97,19,0,4,0,0,1,0,0,0,0,0,0,0,0,4.1
09:00:00,182,0,155,23,0,2,0,0,2,0,0,0,0,0,0,0,0,2.2
10:00:00,283,0,252,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4
11:00:00,382,0,334,44,1,2,0,0,1,0,0,0,0,0,0,0,0,0.8
12:00:00,462,0,410,44,0,6,0,0,2,0,0,0,0,0,0,0,0,1.7
13:00:00,509,0,445,60,1,2,0,0,1,0,0,0,0,0,0,0,0,0.6
14:00:00,533,0,464,61,1,6,0,0,1,0,0,0,0,0,0,0,0,1.3
15:00:00,525,0,463,56,1,4,0,0,0,1,0,0,0,0,0,0,0,1.0
16:00:00,551,1,474,72,0,4,0,0,0,0,0,0,0,0,0,0,0,0.7
17:00:00,562,1,498,59,1,2,0,0,1,0,0,0,0,0,0,0,0,0.5
18:00:00,595,1,525,62,0,7,0,0,0,0,0,0,0,0,0,0,0,1.2
19:00:00,420,0,362,55,0,2,0,0,1,0,0,0,0,0,0,0,0,0.7
20:00:00,307,0,266,38,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0
21:00:00,268,0,232,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7
22:00:00,224,0,193,27,0,3,1,0,0,0,0,0,0,0,0,0,0,1.8
23:00:00,115,0,106,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9
