,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,33,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,22,1,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
02:00:00,15,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,18,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,53,0,32,16,0,1,1,0,2,1,0,0,0,0,0,0,0,9.4
06:00:00,159,0,117,31,1,2,4,0,1,2,0,0,0,0,0,1,0,5.7
07:00:00,320,0,253,50,0,6,7,0,3,1,0,0,0,0,0,0,0,5.3
08:00:00,386,0,316,55,0,9,2,0,1,3,0,0,0,0,0,0,0,3.9
09:00:00,366,0,287,56,1,10,6,0,3,3,0,0,0,0,0,0,0,6.0
10:00:00,428,1,333,78,0,6,4,0,2,4,0,0,0,0,0,0,0,3.7
11:00:00,499,1,405,67,0,12,7,0,3,4,0,0,0,0,0,0,0,5.2
12:00:00,579,1,454,95,2,15,3,0,7,1,1,0,0,0,0,0,0,4.7
13:00:00,650,1,539,87,0,12,2,0,5,3,0,0,0,0,0,1,0,3.4
14:00:00,730,1,580,119,0,13,7,0,8,2,0,0,0,0,0,0,0,4.1
15:00:00,895,1,707,152,0,23,3,0,8,0,0,0,0,0,0,1,0,3.8
16:00:00,951,1,800,116,1,17,2,0,13,1,0,0,0,0,0,0,0,3.5
17:00:00,1017,1,854,140,1,12,2,0,7,0,0,0,0,0,0,0,0,2.1
18:00:00,830,0,677,129,0,13,4,0,6,1,0,0,0,0,0,0,0,2.9
19:00:00,699,0,602,86,0,9,1,0,1,0,0,0,0,0,0,0,0,1.6
20:00:00,397,0,349,44,0,3,0,0,1,0,0,0,0,0,0,0,0,1.0
21:00:00,368,1,331,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5
22:00:00,334,1,282,47,0,4,0,0,0,0,0,0,0,0,0,0,0,1.2
23:00:00,107,0,92,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9
