,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,32,1,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,17,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.9
02:00:00,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,29,0,24,3,0,0,1,0,1,0,0,0,0,0,0,0,0,6.9
04:00:00,75,0,60,11,0,1,1,0,1,0,0,0,0,0,0,1,0,4.0
05:00:00,238,0,169,59,0,8,0,0,0,1,0,0,0,0,0,1,0,3.8
06:00:00,516,0,385,104,1,16,4,0,3,2,0,0,0,0,0,1,0,4.8
07:00:00,916,0,711,143,1,33,7,0,18,1,0,0,0,0,0,2,0,6.4
08:00:00,1039,0,809,189,1,14,3,0,18,5,0,0,0,0,0,0,0,3.8
09:00:00,839,2,668,125,0,24,5,0,12,2,0,0,0,0,0,1,0,5.1
10:00:00,623,0,499,88,1,20,5,0,6,4,0,0,0,0,0,0,0,5.6
11:00:00,616,1,493,92,2,11,5,0,7,5,0,0,0,0,0,0,0,4.5
12:00:00,680,0,556,92,1,18,3,0,2,8,0,0,0,0,0,0,0,4.6
13:00:00,655,0,525,99,1,11,8,0,9,1,0,0,0,0,0,1,0,4.4
14:00:00,560,1,461,74,0,16,2,0,4,2,0,0,0,0,0,0,0,4.3
15:00:00,628,0,506,103,1,11,5,0,0,2,0,0,0,0,0,0,0,2.9
16:00:00,726,2,617,91,0,13,2,0,1,0,0,0,0,0,0,0,0,2.2
17:00:00,791,0,655,124,0,8,1,0,3,0,0,0,0,0,0,0,0,1.5
18:00:00,703,1,601,90,0,7,1,0,2,1,0,0,0,0,0,0,0,1.6
19:00:00,528,1,432,84,0,7,0,0,3,0,0,0,0,0,0,1,0,1.9
20:00:00,406,2,333,68,0,3,0,0,0,0,0,0,0,0,0,0,0,0.7
21:00:00,265,0,223,36,1,2,0,0,0,2,0,1,0,0,0,0,0,1.9
22:00:00,183,0,156,21,0,1,0,0,1,4,0,0,0,0,0,0,0,3.3
23:00:00,86,0,72,12,0,1,0,0,0,0,0,1,0,0,0,0,0,2.3
