,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,28,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,18,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6
02:00:00,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,30,0,24,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3
04:00:00,69,0,52,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4
05:00:00,241,0,180,51,2,3,2,0,2,1,0,0,0,0,0,0,0,3.3
06:00:00,509,0,376,107,0,16,2,0,4,2,0,0,0,0,0,2,0,4.7
07:00:00,898,0,690,159,1,28,6,1,9,2,0,0,0,0,0,2,0,5.1
08:00:00,1133,0,894,188,2,25,3,0,16,4,0,0,0,0,0,1,0,4.2
09:00:00,819,0,646,129,0,27,3,0,11,2,1,0,0,0,0,0,0,5.4
10:00:00,660,0,527,103,0,20,2,0,4,4,0,0,0,0,0,0,0,4.5
11:00:00,650,0,517,105,0,18,2,0,5,3,0,0,0,0,0,0,0,4.3
12:00:00,684,0,539,115,2,15,2,0,7,4,0,0,0,0,0,0,0,4.1
13:00:00,650,1,525,99,1,13,1,0,6,2,1,0,0,0,0,1,0,3.5
14:00:00,592,0,484,84,0,15,2,0,4,3,0,0,0,0,0,0,0,4.1
15:00:00,622,0,521,85,2,9,1,0,3,1,0,0,0,0,0,0,0,2.3
16:00:00,694,0,593,88,0,9,1,0,2,1,0,0,0,0,0,0,0,1.9
17:00:00,781,1,648,125,0,5,0,0,1,1,0,0,0,0,0,0,0,0.9
18:00:00,648,0,565,68,0,10,0,0,4,1,0,0,0,0,0,0,0,2.3
19:00:00,459,0,381,71,1,4,0,0,2,0,0,0,0,0,0,0,0,1.3
20:00:00,348,1,290,52,0,5,0,0,0,0,0,0,0,0,0,0,0,1.4
21:00:00,232,0,204,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0.9
22:00:00,131,0,103,26,0,2,0,0,0,0,0,0,0,0,0,0,0,1.5
23:00:00,80,1,75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3
