,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,36,1,27,6,0,2,0,0,0,0,0,0,0,0,0,0,0,5.6
01:00:00,18,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,15,0,12,1,0,0,0,0,0,2,0,0,0,0,0,0,0,13.3
03:00:00,30,0,25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3
04:00:00,77,0,66,9,0,1,0,0,0,1,0,0,0,0,0,0,0,2.6
05:00:00,210,0,161,42,0,5,1,0,0,1,0,0,0,0,0,0,0,3.3
06:00:00,425,0,318,90,0,13,2,0,2,0,0,0,0,0,0,0,0,4.0
07:00:00,745,0,557,144,0,21,5,0,17,1,0,0,0,0,0,0,0,5.9
08:00:00,1030,1,784,183,1,31,2,0,22,4,0,0,0,0,0,2,0,5.7
09:00:00,830,0,659,132,0,21,5,0,5,5,1,0,0,0,0,2,0,4.5
10:00:00,619,2,490,98,1,16,4,0,5,1,0,0,0,0,0,2,0,4.2
11:00:00,576,1,456,94,0,16,2,0,4,0,0,0,0,0,0,3,0,3.8
12:00:00,622,0,521,77,0,16,2,0,3,2,0,0,0,0,0,1,0,3.7
13:00:00,612,1,502,87,0,16,2,0,3,1,0,0,0,0,0,0,0,3.6
14:00:00,536,1,435,87,0,5,3,0,3,1,0,0,0,0,0,1,0,2.2
15:00:00,583,0,470,97,0,6,1,0,6,0,0,0,0,0,0,3,0,2.2
16:00:00,612,1,525,69,1,8,0,0,7,1,0,0,0,0,0,0,0,2.6
17:00:00,640,0,559,70,0,8,0,0,2,0,0,0,0,0,0,1,0,1.6
18:00:00,574,0,485,77,0,8,0,0,1,1,0,0,0,0,0,2,0,1.7
19:00:00,496,1,421,64,0,8,0,0,0,1,0,0,0,0,0,1,0,1.8
20:00:00,452,1,385,57,0,8,0,0,1,0,0,0,0,0,0,0,0,2.0
21:00:00,283,1,252,24,0,3,0,0,2,1,0,0,0,0,0,0,0,2.1
22:00:00,172,1,152,17,0,2,0,0,0,0,0,0,0,0,0,0,0,1.2
23:00:00,79,0,69,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
