,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,75,0,70,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3
01:00:00,34,0,30,2,0,1,0,0,1,0,0,0,0,0,0,0,0,5.9
02:00:00,38,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,43,0,36,4,0,1,0,0,0,2,0,0,0,0,0,0,0,7.0
04:00:00,40,0,36,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5
05:00:00,69,1,58,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
06:00:00,104,0,93,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1.0
07:00:00,128,0,108,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8
08:00:00,215,0,170,38,1,3,0,0,3,0,0,0,0,0,0,0,0,2.8
09:00:00,271,0,237,30,1,2,0,0,1,0,0,0,0,0,0,0,0,1.1
10:00:00,379,1,327,40,1,5,1,0,2,1,0,0,0,0,0,1,0,2.4
11:00:00,452,0,393,53,0,3,0,0,0,2,0,0,0,0,0,1,0,1.1
12:00:00,511,0,447,57,2,3,0,0,1,0,0,0,0,0,0,1,0,0.8
13:00:00,504,0,432,64,1,6,0,0,1,0,0,0,0,0,0,0,0,1.4
14:00:00,573,0,481,82,2,5,0,0,2,0,0,0,0,0,0,1,0,1.2
15:00:00,524,0,451,69,0,3,0,0,0,1,0,0,0,0,0,0,0,0.8
16:00:00,529,0,458,61,0,7,0,0,1,1,0,0,0,0,0,1,0,1.7
17:00:00,517,0,439,76,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4
18:00:00,462,0,403,53,1,4,1,0,0,0,0,0,0,0,0,0,0,1.1
19:00:00,403,3,346,48,0,4,0,0,1,1,0,0,0,0,0,0,0,1.5
20:00:00,360,0,320,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6
21:00:00,271,0,243,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0.7
22:00:00,171,0,152,13,1,4,1,0,0,0,0,0,0,0,0,0,0,2.9
23:00:00,73,0,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
