,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,35,0,20,13,0,1,0,0,0,1,0,0,0,0,0,0,0,5.7
01:00:00,20,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,19,0,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3
04:00:00,84,0,69,10,0,2,2,0,0,1,0,0,0,0,0,0,0,6.0
05:00:00,210,0,161,35,2,10,1,0,0,1,0,0,0,0,0,0,0,5.7
06:00:00,497,0,369,98,1,20,3,0,4,1,0,0,0,0,0,1,0,5.6
07:00:00,916,0,697,164,0,34,7,0,12,1,0,0,0,0,0,1,0,5.9
08:00:00,960,0,730,193,0,17,5,0,13,1,0,0,0,0,0,1,0,3.8
09:00:00,728,0,605,93,0,21,5,0,4,0,0,0,0,0,0,0,0,4.1
10:00:00,662,0,541,87,0,15,5,0,10,4,0,0,0,0,0,0,0,5.1
11:00:00,577,1,488,64,1,15,3,0,3,2,0,0,0,0,0,0,0,4.0
12:00:00,661,0,543,98,0,15,2,0,3,0,0,0,0,0,0,0,0,3.0
13:00:00,698,0,560,111,0,16,5,0,3,3,0,0,0,0,0,0,0,3.9
14:00:00,652,1,523,96,0,21,3,0,4,4,0,0,0,0,0,0,0,4.9
15:00:00,637,0,534,84,0,8,1,0,7,3,0,0,0,0,0,0,0,3.0
16:00:00,707,0,595,101,0,8,1,0,2,0,0,0,0,0,0,0,0,1.6
17:00:00,725,4,605,103,0,7,0,0,5,1,0,0,0,0,0,0,0,1.8
18:00:00,668,0,573,86,0,8,0,0,1,0,0,0,0,0,0,0,0,1.3
19:00:00,539,0,458,74,0,4,0,0,3,0,0,0,0,0,0,0,0,1.3
20:00:00,370,1,313,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0.8
21:00:00,308,0,263,42,0,2,0,0,0,1,0,0,0,0,0,0,0,1.0
22:00:00,205,0,185,17,0,2,1,0,0,0,0,0,0,0,0,0,0,1.5
23:00:00,141,0,131,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7
