,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,48,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,17,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,16,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,13,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7.7
04:00:00,16,0,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,6.3
05:00:00,46,0,31,13,0,1,0,0,0,1,0,0,0,0,0,0,0,4.3
06:00:00,105,0,78,25,0,1,1,0,0,0,0,0,0,0,0,0,0,1.9
07:00:00,237,0,167,55,0,5,5,0,2,2,0,0,0,0,0,1,0,5.9
08:00:00,257,0,196,45,0,7,4,0,4,1,0,0,0,0,0,0,0,6.2
09:00:00,284,0,232,36,0,5,4,0,5,0,1,0,0,0,0,1,0,5.3
10:00:00,377,0,295,60,0,9,6,0,1,4,0,0,0,0,0,2,0,5.3
11:00:00,488,0,397,65,3,14,4,0,4,1,0,0,0,0,0,0,0,4.7
12:00:00,624,3,505,97,2,9,3,0,2,3,0,0,0,0,0,0,0,2.7
13:00:00,627,0,515,94,2,8,3,0,3,1,1,0,0,0,0,0,0,2.6
14:00:00,746,2,589,132,1,13,2,0,7,0,0,0,0,0,0,0,0,2.9
15:00:00,861,1,726,111,0,14,5,0,2,2,0,0,0,0,0,0,0,2.7
16:00:00,880,1,746,110,1,14,2,0,6,0,0,0,0,0,0,0,0,2.5
17:00:00,825,0,691,119,2,7,0,0,6,0,0,0,0,0,0,0,0,1.6
18:00:00,666,0,550,106,1,9,0,0,0,0,0,0,0,0,0,0,0,1.4
19:00:00,516,0,436,75,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0
20:00:00,405,0,362,39,1,1,0,0,2,0,0,0,0,0,0,0,0,0.7
21:00:00,330,0,292,34,0,2,1,0,1,0,0,0,0,0,0,0,0,1.2
22:00:00,214,2,182,25,0,4,0,0,0,1,0,0,0,0,0,0,0,2.3
23:00:00,67,0,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
