,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,43,0,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.3
01:00:00,15,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,21,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,9,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.1
04:00:00,29,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,77,0,57,14,0,1,0,0,1,4,0,0,0,0,0,0,0,7.8
06:00:00,152,0,116,30,0,3,2,0,0,1,0,0,0,0,0,0,0,3.9
07:00:00,267,1,215,36,1,9,0,0,2,2,0,0,0,0,0,1,0,4.9
08:00:00,395,1,323,55,1,10,1,0,2,2,0,0,0,0,0,0,0,3.8
09:00:00,357,2,271,65,0,8,3,0,2,6,0,0,0,0,0,0,0,5.3
10:00:00,401,1,309,60,0,18,6,0,4,3,0,0,0,0,0,0,0,7.7
11:00:00,447,1,356,61,1,15,4,0,6,3,0,0,0,0,0,0,0,6.3
12:00:00,650,0,530,94,2,16,1,0,4,3,0,0,0,0,0,0,0,3.7
13:00:00,738,2,597,104,1,23,3,0,4,4,0,0,0,0,0,0,0,4.6
14:00:00,664,0,538,110,0,8,0,0,7,1,0,0,0,0,0,0,0,2.4
15:00:00,811,2,651,122,0,24,2,0,10,0,0,0,0,0,0,0,0,4.4
16:00:00,849,1,711,106,1,23,1,0,6,0,0,0,0,0,0,0,0,3.5
17:00:00,941,0,782,139,1,10,1,0,6,2,0,0,0,0,0,0,0,2.0
18:00:00,729,0,619,98,0,7,0,0,4,1,0,0,0,0,0,0,0,1.6
19:00:00,616,0,534,72,1,6,0,0,2,1,0,0,0,0,0,0,0,1.5
20:00:00,482,0,419,56,1,5,1,0,0,0,0,0,0,0,0,0,0,1.2
21:00:00,363,0,327,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6
22:00:00,307,3,257,40,0,7,0,0,0,0,0,0,0,0,0,0,0,2.3
23:00:00,123,0,107,14,0,2,0,0,0,0,0,0,0,0,0,0,0,1.6
