,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,41,0,36,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4
01:00:00,19,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10.5
02:00:00,19,0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3
03:00:00,16,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,18,0,15,0,0,0,0,0,2,1,0,0,0,0,0,0,0,16.7
05:00:00,61,0,40,18,0,2,0,0,0,1,0,0,0,0,0,0,0,4.9
06:00:00,146,0,112,26,1,4,1,0,1,1,0,0,0,0,0,0,0,4.8
07:00:00,318,0,242,67,1,4,2,0,2,0,0,0,0,0,0,0,0,2.5
08:00:00,380,0,305,60,1,8,3,0,2,1,0,0,0,0,0,0,0,3.7
09:00:00,328,0,255,57,0,8,2,0,5,1,0,0,0,0,0,0,0,4.9
10:00:00,430,0,345,67,0,10,4,0,3,1,0,0,0,0,0,0,0,4.2
11:00:00,513,1,428,68,1,9,1,0,4,1,0,0,0,0,0,0,0,2.9
12:00:00,762,1,621,113,0,19,3,0,4,1,0,0,0,0,0,0,0,3.5
13:00:00,682,1,550,103,1,17,4,0,5,1,0,0,0,0,0,0,0,4.0
14:00:00,743,0,614,106,0,16,2,0,4,1,0,0,0,0,0,0,0,3.1
15:00:00,866,2,716,119,0,18,2,0,7,2,0,0,0,0,0,0,0,3.3
16:00:00,890,2,749,118,1,8,3,0,6,3,0,0,0,0,0,0,0,2.2
17:00:00,908,0,761,126,0,14,1,0,6,0,0,0,0,0,0,0,0,2.3
18:00:00,758,0,640,107,0,9,0,0,1,0,0,0,0,0,0,1,0,1.3
19:00:00,645,1,561,70,0,10,0,0,2,1,0,0,0,0,0,0,0,2.0
20:00:00,435,0,372,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5
21:00:00,391,0,346,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5
22:00:00,271,0,236,32,0,2,0,0,0,1,0,0,0,0,0,0,0,1.1
23:00:00,187,0,170,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
