,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,42,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,36,0,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8
02:00:00,20,0,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
03:00:00,16,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,29,0,20,8,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4
05:00:00,65,0,40,20,0,2,0,0,1,2,0,0,0,0,0,0,0,7.7
06:00:00,150,0,115,28,0,6,1,0,0,0,0,0,0,0,0,0,0,4.7
07:00:00,265,0,210,45,1,6,1,0,1,1,0,0,0,0,0,0,0,3.4
08:00:00,344,1,275,50,0,13,2,0,1,2,0,0,0,0,0,0,0,5.2
09:00:00,344,0,269,53,0,11,4,0,5,2,0,0,0,0,0,0,0,6.4
10:00:00,360,0,294,53,0,7,0,0,5,1,0,0,0,0,0,0,0,3.6
11:00:00,527,3,408,85,1,21,2,0,6,1,0,0,0,0,0,0,0,5.7
12:00:00,680,2,552,102,1,14,2,0,5,2,0,0,0,0,0,0,0,3.4
13:00:00,741,3,625,96,0,11,1,1,1,2,0,0,0,0,0,1,0,2.2
14:00:00,726,1,591,103,0,17,0,0,9,4,0,0,0,0,0,1,0,4.1
15:00:00,817,0,674,117,0,12,1,0,13,0,0,0,0,0,0,0,0,3.2
16:00:00,823,1,678,119,0,18,0,0,5,1,0,0,0,0,0,1,0,2.9
17:00:00,871,0,746,113,0,8,1,0,2,1,0,0,0,0,0,0,0,1.4
18:00:00,677,0,559,104,0,8,0,0,5,1,0,0,0,0,0,0,0,2.1
19:00:00,558,3,488,60,1,4,0,0,2,0,0,0,0,0,0,0,0,1.1
20:00:00,478,0,410,56,0,7,1,0,3,1,0,0,0,0,0,0,0,2.5
21:00:00,391,0,342,40,0,7,0,0,1,1,0,0,0,0,0,0,0,2.3
22:00:00,287,1,254,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7
23:00:00,181,1,159,19,0,0,0,0,0,2,0,0,0,0,0,0,0,1.1
