,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,46,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,17,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9
03:00:00,13,0,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7
04:00:00,16,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,76,0,56,16,0,3,0,0,0,1,0,0,0,0,0,0,0,5.3
06:00:00,150,0,112,25,1,8,1,0,1,1,0,0,0,0,0,1,0,7.3
07:00:00,285,0,212,62,1,3,1,0,2,3,0,0,0,0,0,1,0,3.2
08:00:00,347,3,275,56,0,9,2,0,2,0,0,0,0,0,0,0,0,3.7
09:00:00,330,0,260,57,0,7,3,0,3,0,0,0,0,0,0,0,0,3.9
10:00:00,369,0,286,67,0,7,4,1,2,2,0,0,0,0,0,0,0,4.3
11:00:00,487,2,375,80,2,14,6,0,6,2,0,0,0,0,0,0,0,5.7
12:00:00,576,2,467,83,2,12,3,0,3,3,0,0,0,0,0,1,0,3.6
13:00:00,667,3,535,112,1,13,1,0,2,0,0,0,0,0,0,0,0,2.4
14:00:00,653,3,524,94,0,21,2,0,8,1,0,0,0,0,0,0,0,4.9
15:00:00,799,0,649,118,0,21,0,0,8,3,0,0,0,0,0,0,0,4.0
16:00:00,809,0,690,98,0,17,1,0,3,0,0,0,0,0,0,0,0,2.6
17:00:00,876,0,731,128,0,9,3,0,5,0,0,0,0,0,0,0,0,1.9
18:00:00,699,0,588,96,1,11,1,0,2,0,0,0,0,0,0,0,0,2.0
19:00:00,591,0,492,86,0,7,0,0,3,3,0,0,0,0,0,0,0,2.2
20:00:00,461,1,400,57,0,1,0,0,2,0,0,0,0,0,0,0,0,0.7
21:00:00,383,1,333,43,0,6,0,0,0,0,0,0,0,0,0,0,0,1.6
22:00:00,257,0,231,23,1,1,0,0,0,1,0,0,0,0,0,0,0,0.8
23:00:00,114,0,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
