,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,38,0,27,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6
01:00:00,18,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,17,0,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9
03:00:00,36,0,26,8,0,1,0,0,0,1,0,0,0,0,0,0,0,5.6
04:00:00,72,0,55,13,0,1,0,0,1,2,0,0,0,0,0,0,0,5.6
05:00:00,198,0,153,38,0,3,2,0,1,1,0,0,0,0,0,0,0,3.5
06:00:00,448,0,349,81,0,14,1,0,2,1,0,0,0,0,0,0,0,4.0
07:00:00,792,0,580,161,0,30,0,0,18,2,0,0,0,0,0,1,0,6.3
08:00:00,1018,3,787,180,0,27,3,0,16,2,0,0,0,0,0,0,0,4.7
09:00:00,827,0,660,120,1,28,4,2,9,2,0,0,0,0,0,1,0,5.4
10:00:00,634,1,489,114,0,14,6,0,6,4,0,0,0,0,0,0,0,4.7
11:00:00,520,0,412,85,1,15,2,0,3,1,0,0,0,0,0,1,0,4.0
12:00:00,653,0,520,104,1,16,4,0,3,3,0,0,0,0,0,2,0,4.0
13:00:00,646,1,524,100,0,15,2,0,1,0,0,0,0,0,0,3,0,2.8
14:00:00,607,1,499,86,1,11,1,0,5,3,0,0,0,0,0,0,0,3.3
15:00:00,584,1,490,77,0,8,2,0,5,1,0,0,0,0,0,0,0,2.7
16:00:00,637,0,544,82,0,8,0,0,1,0,0,0,0,0,0,2,0,1.4
17:00:00,703,0,598,90,0,9,0,0,5,0,0,0,0,0,0,1,0,2.0
18:00:00,537,0,462,63,0,7,0,0,1,2,0,0,0,0,0,2,0,1.9
19:00:00,449,0,386,55,0,6,0,0,1,0,0,0,0,0,0,1,0,1.6
20:00:00,323,0,282,38,0,2,0,0,1,0,0,0,0,0,0,0,0,0.9
21:00:00,222,0,195,23,0,3,0,0,1,0,0,0,0,0,0,0,0,1.8
22:00:00,139,0,119,17,0,1,0,0,1,0,0,0,0,0,0,1,0,1.4
23:00:00,81,0,66,11,0,4,0,0,0,0,0,0,0,0,0,0,0,4.9
