,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,25,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,20,0,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
02:00:00,18,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.6
03:00:00,30,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,63,0,48,11,0,1,2,0,0,1,0,0,0,0,0,0,0,6.3
05:00:00,201,0,153,38,0,4,1,0,2,2,0,0,0,0,0,1,0,4.5
06:00:00,467,0,356,92,0,16,1,0,1,1,0,0,0,0,0,0,0,4.1
07:00:00,601,0,441,121,1,14,3,0,17,3,0,0,0,0,0,1,0,6.2
08:00:00,726,0,559,129,1,17,3,0,14,2,0,0,0,0,0,1,0,5.0
09:00:00,614,0,489,100,0,15,5,0,2,3,0,0,0,0,0,0,0,4.1
10:00:00,566,0,431,99,1,19,3,0,7,6,0,0,0,0,0,0,0,6.2
11:00:00,569,1,458,82,0,17,4,0,3,4,0,0,0,0,0,0,0,4.9
12:00:00,643,0,539,81,0,13,5,0,1,3,1,0,0,0,0,0,0,3.6
13:00:00,615,1,501,90,1,12,4,0,5,1,0,0,0,0,0,0,0,3.6
14:00:00,583,1,480,78,0,16,3,0,3,2,0,0,0,0,0,0,0,4.1
15:00:00,584,1,492,77,0,9,1,0,3,1,0,0,0,0,0,0,0,2.4
16:00:00,582,0,465,95,0,12,4,0,3,3,0,0,0,0,0,0,0,3.8
17:00:00,681,0,566,104,1,8,0,0,1,0,0,0,0,0,0,1,0,1.3
18:00:00,585,0,503,76,0,3,0,0,2,1,0,0,0,0,0,0,0,1.0
19:00:00,397,0,341,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5
20:00:00,333,0,289,39,0,2,0,0,2,1,0,0,0,0,0,0,0,1.5
21:00:00,235,0,199,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0.9
22:00:00,137,1,109,25,0,2,0,0,0,0,0,0,0,0,0,0,0,1.5
23:00:00,45,0,39,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2
