,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,89,0,72,15,0,1,0,0,1,0,0,0,0,0,0,0,0,2.2
01:00:00,63,1,52,7,0,2,0,0,1,0,0,0,0,0,0,0,0,4.8
02:00:00,32,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1
03:00:00,41,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,36,0,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,101,0,81,11,0,3,2,0,2,2,0,0,0,0,0,0,0,8.9
06:00:00,124,0,98,24,0,2,0,0,0,0,0,0,0,0,0,0,0,1.6
07:00:00,243,0,191,41,0,10,0,0,1,0,0,0,0,0,0,0,0,4.5
08:00:00,309,0,241,54,0,7,0,0,6,0,0,0,0,0,0,1,0,4.2
09:00:00,457,0,393,47,1,12,0,0,4,0,0,0,0,0,0,0,0,3.5
10:00:00,478,1,401,64,0,6,0,0,5,1,0,0,0,0,0,0,0,2.5
11:00:00,493,0,423,63,0,4,1,0,1,0,0,0,0,0,0,1,0,1.2
12:00:00,589,0,508,74,0,5,0,0,2,0,0,0,0,0,0,0,0,1.2
13:00:00,615,2,540,65,1,5,0,0,2,0,0,0,0,0,0,0,0,1.1
14:00:00,551,1,483,60,1,5,0,0,0,0,0,0,0,0,0,1,0,0.9
15:00:00,568,1,488,72,0,4,0,0,2,0,0,0,0,0,0,1,0,1.1
16:00:00,542,0,464,70,0,6,0,0,0,1,0,0,0,0,0,1,0,1.3
17:00:00,546,1,483,54,1,4,0,0,2,0,0,0,0,0,0,1,0,1.1
18:00:00,462,0,420,36,1,3,0,0,2,0,0,0,0,0,0,0,0,1.1
19:00:00,410,0,357,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5
20:00:00,407,0,355,48,1,3,0,0,0,0,0,0,0,0,0,0,0,0.7
21:00:00,318,2,287,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0.9
22:00:00,229,0,208,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4
23:00:00,137,0,116,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7
