,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,51,0,45,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0
01:00:00,22,0,16,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
02:00:00,14,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14.3
03:00:00,16,0,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3
04:00:00,17,0,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9
05:00:00,83,0,61,17,0,2,0,0,1,2,0,0,0,0,0,0,0,6.0
06:00:00,165,0,133,25,0,3,2,0,1,1,0,0,0,0,0,0,0,4.2
07:00:00,292,0,234,49,0,7,1,0,1,0,0,0,0,0,0,0,0,3.1
08:00:00,391,1,312,61,1,8,3,0,4,0,0,0,0,0,0,1,0,3.8
09:00:00,331,0,247,62,1,13,3,0,0,5,0,0,0,0,0,0,0,6.3
10:00:00,423,0,334,64,1,14,3,0,5,2,0,0,0,0,0,0,0,5.7
11:00:00,491,1,377,92,1,12,1,0,3,4,0,0,0,0,0,0,0,4.1
12:00:00,648,2,527,85,2,22,1,0,8,1,0,0,0,0,0,0,0,4.9
13:00:00,651,1,517,108,1,16,1,0,4,3,0,0,0,0,0,0,0,3.7
14:00:00,711,0,567,112,0,17,3,0,10,2,0,0,0,0,0,0,0,4.5
15:00:00,830,0,685,128,1,13,1,0,2,0,0,0,0,0,0,0,0,1.9
16:00:00,860,1,713,120,1,12,0,0,13,0,0,0,0,0,0,0,0,2.9
17:00:00,964,0,804,136,1,16,0,0,7,0,0,0,0,0,0,0,0,2.4
18:00:00,763,1,640,109,0,7,0,0,5,1,0,0,0,0,0,0,0,1.7
19:00:00,660,0,564,81,0,14,0,0,1,0,0,0,0,0,0,0,0,2.3
20:00:00,481,2,424,46,1,6,1,0,1,0,0,0,0,0,0,0,0,1.7
21:00:00,391,1,343,42,1,3,0,0,1,0,0,0,0,0,0,0,0,1.0
22:00:00,319,0,272,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0.6
23:00:00,124,1,103,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8
