,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,93,0,82,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
01:00:00,48,1,41,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1
02:00:00,43,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,27,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,34,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,43,0,33,7,0,1,2,0,0,0,0,0,0,0,0,0,0,7.0
06:00:00,65,0,46,14,0,3,0,0,1,1,0,0,0,0,0,0,0,7.7
07:00:00,116,0,93,17,0,4,1,0,1,0,0,0,0,0,0,0,0,5.2
08:00:00,166,0,136,27,0,1,0,0,2,0,0,0,0,0,0,0,0,1.8
09:00:00,242,1,193,41,1,6,0,0,0,0,0,0,0,0,0,0,0,2.5
10:00:00,346,2,300,39,0,1,2,0,1,1,0,0,0,0,0,0,0,1.4
11:00:00,455,0,380,63,0,8,0,0,3,1,0,0,0,0,0,0,0,2.6
12:00:00,520,0,455,56,0,6,1,0,2,0,0,0,0,0,0,0,0,1.7
13:00:00,599,3,512,74,0,5,1,0,3,1,0,0,0,0,0,0,0,1.7
14:00:00,648,3,555,78,1,7,0,0,4,0,0,0,0,0,0,0,0,1.7
15:00:00,819,1,709,99,0,6,0,0,4,0,0,0,0,0,0,0,0,1.2
16:00:00,626,0,546,72,1,4,0,0,3,0,0,0,0,0,0,0,0,1.1
17:00:00,562,0,495,58,1,5,0,0,3,0,0,0,0,0,0,0,0,1.4
18:00:00,538,1,463,67,0,4,1,0,2,0,0,0,0,0,0,0,0,1.3
19:00:00,483,2,417,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2
20:00:00,394,1,349,39,0,5,0,0,0,0,0,0,0,0,0,0,0,1.3
21:00:00,298,0,258,37,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0
22:00:00,236,0,213,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8
23:00:00,166,1,150,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6
