site,date,direction,time,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
089-0644,"July 27, 2024",Westbound,00:00:00,89,0,72,15,0,1,0,0,1,0,0,0,0,0,0,0,0,2.2
089-0644,"July 27, 2024",Westbound,01:00:00,63,1,52,7,0,2,0,0,1,0,0,0,0,0,0,0,0,4.8
089-0644,"July 27, 2024",Westbound,02:00:00,32,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1
089-0644,"July 27, 2024",Westbound,03:00:00,41,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 27, 2024",Westbound,04:00:00,36,0,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 27, 2024",Westbound,05:00:00,101,0,81,11,0,3,2,0,2,2,0,0,0,0,0,0,0,8.9
089-0644,"July 27, 2024",Westbound,06:00:00,124,0,98,24,0,2,0,0,0,0,0,0,0,0,0,0,0,1.6
089-0644,"July 27, 2024",Westbound,07:00:00,243,0,191,41,0,10,0,0,1,0,0,0,0,0,0,0,0,4.5
089-0644,"July 27, 2024",Westbound,08:00:00,309,0,241,54,0,7,0,0,6,0,0,0,0,0,0,1,0,4.2
089-0644,"July 27, 2024",Westbound,09:00:00,457,0,393,47,1,12,0,0,4,0,0,0,0,0,0,0,0,3.5
089-0644,"July 27, 2024",Westbound,10:00:00,478,1,401,64,0,6,0,0,5,1,0,0,0,0,0,0,0,2.5
089-0644,"July 27, 2024",Westbound,11:00:00,493,0,423,63,0,4,1,0,1,0,0,0,0,0,0,1,0,1.2
089-0644,"July 27, 2024",Westbound,12:00:00,589,0,508,74,0,5,0,0,2,0,0,0,0,0,0,0,0,1.2
089-0644,"July 27, 2024",Westbound,13:00:00,615,2,540,65,1,5,0,0,2,0,0,0,0,0,0,0,0,1.1
089-0644,"July 27, 2024",Westbound,14:00:00,551,1,483,60,1,5,0,0,0,0,0,0,0,0,0,1,0,0.9
089-0644,"July 27, 2024",Westbound,15:00:00,568,1,488,72,0,4,0,0,2,0,0,0,0,0,0,1,0,1.1
089-0644,"July 27, 2024",Westbound,16:00:00,542,0,464,70,0,6,0,0,0,1,0,0,0,0,0,1,0,1.3
089-0644,"July 27, 2024",Westbound,17:00:00,546,1,483,54,1,4,0,0,2,0,0,0,0,0,0,1,0,1.1
089-0644,"July 27, 2024",Westbound,18:00:00,462,0,420,36,1,3,0,0,2,0,0,0,0,0,0,0,0,1.1
089-0644,"July 27, 2024",Westbound,19:00:00,410,0,357,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5
089-0644,"July 27, 2024",Westbound,20:00:00,407,0,355,48,1,3,0,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"July 27, 2024",Westbound,21:00:00,318,2,287,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0.9
089-0644,"July 27, 2024",Westbound,22:00:00,229,0,208,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4
089-0644,"July 27, 2024",Westbound,23:00:00,137,0,116,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"July 27, 2024",Eastbound,00:00:00,93,0,82,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 27, 2024",Eastbound,01:00:00,48,1,41,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1
089-0644,"July 27, 2024",Eastbound,02:00:00,43,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 27, 2024",Eastbound,03:00:00,27,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 27, 2024",Eastbound,04:00:00,34,1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 27, 2024",Eastbound,05:00:00,43,0,33,7,0,1,2,0,0,0,0,0,0,0,0,0,0,7.0
089-0644,"July 27, 2024",Eastbound,06:00:00,65,0,46,14,0,3,0,0,1,1,0,0,0,0,0,0,0,7.7
089-0644,"July 27, 2024",Eastbound,07:00:00,116,0,93,17,0,4,1,0,1,0,0,0,0,0,0,0,0,5.2
089-0644,"July 27, 2024",Eastbound,08:00:00,166,0,136,27,0,1,0,0,2,0,0,0,0,0,0,0,0,1.8
089-0644,"July 27, 2024",Eastbound,09:00:00,242,1,193,41,1,6,0,0,0,0,0,0,0,0,0,0,0,2.5
089-0644,"July 27, 2024",Eastbound,10:00:00,346,2,300,39,0,1,2,0,1,1,0,0,0,0,0,0,0,1.4
089-0644,"July 27, 2024",Eastbound,11:00:00,455,0,380,63,0,8,0,0,3,1,0,0,0,0,0,0,0,2.6
089-0644,"July 27, 2024",Eastbound,12:00:00,520,0,455,56,0,6,1,0,2,0,0,0,0,0,0,0,0,1.7
089-0644,"July 27, 2024",Eastbound,13:00:00,599,3,512,74,0,5,1,0,3,1,0,0,0,0,0,0,0,1.7
089-0644,"July 27, 2024",Eastbound,14:00:00,648,3,555,78,1,7,0,0,4,0,0,0,0,0,0,0,0,1.7
089-0644,"July 27, 2024",Eastbound,15:00:00,819,1,709,99,0,6,0,0,4,0,0,0,0,0,0,0,0,1.2
089-0644,"July 27, 2024",Eastbound,16:00:00,626,0,546,72,1,4,0,0,3,0,0,0,0,0,0,0,0,1.1
089-0644,"July 27, 2024",Eastbound,17:00:00,562,0,495,58,1,5,0,0,3,0,0,0,0,0,0,0,0,1.4
089-0644,"July 27, 2024",Eastbound,18:00:00,538,1,463,67,0,4,1,0,2,0,0,0,0,0,0,0,0,1.3
089-0644,"July 27, 2024",Eastbound,19:00:00,483,2,417,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2
089-0644,"July 27, 2024",Eastbound,20:00:00,394,1,349,39,0,5,0,0,0,0,0,0,0,0,0,0,0,1.3
089-0644,"July 27, 2024",Eastbound,21:00:00,298,0,258,37,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0
089-0644,"July 27, 2024",Eastbound,22:00:00,236,0,213,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8
089-0644,"July 27, 2024",Eastbound,23:00:00,166,1,150,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6
089-0644,"February 21, 2024",Eastbound,00:00:00,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 21, 2024",Eastbound,01:00:00,21,0,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8
089-0644,"February 21, 2024",Eastbound,02:00:00,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 21, 2024",Eastbound,03:00:00,11,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 21, 2024",Eastbound,04:00:00,15,0,10,2,0,0,1,0,2,0,0,0,0,0,0,0,0,20.0
089-0644,"February 21, 2024",Eastbound,05:00:00,67,0,45,17,0,0,3,0,0,1,0,0,0,0,0,1,0,6.0
089-0644,"February 21, 2024",Eastbound,06:00:00,147,0,103,30,0,6,2,0,2,2,0,0,0,0,0,2,0,8.2
089-0644,"February 21, 2024",Eastbound,07:00:00,342,0,264,58,0,7,10,0,3,0,0,0,0,0,0,0,0,5.8
089-0644,"February 21, 2024",Eastbound,08:00:00,373,0,290,70,0,7,1,0,3,1,1,0,0,0,0,0,0,3.5
089-0644,"February 21, 2024",Eastbound,09:00:00,341,0,252,70,1,10,3,1,1,2,0,0,0,0,0,1,0,5.0
089-0644,"February 21, 2024",Eastbound,10:00:00,430,0,330,81,1,12,2,0,1,2,1,0,0,0,0,0,0,4.2
089-0644,"February 21, 2024",Eastbound,11:00:00,494,1,396,77,1,11,2,0,3,3,0,0,0,0,0,0,0,3.8
089-0644,"February 21, 2024",Eastbound,12:00:00,616,0,496,103,0,13,1,0,3,0,0,0,0,0,0,0,0,2.8
089-0644,"February 21, 2024",Eastbound,13:00:00,703,0,578,103,1,7,2,0,8,3,0,0,0,0,0,1,0,2.8
089-0644,"February 21, 2024",Eastbound,14:00:00,709,0,561,118,1,12,6,0,7,2,1,0,0,0,0,1,0,3.9
089-0644,"February 21, 2024",Eastbound,15:00:00,873,0,720,123,2,15,2,0,7,4,0,0,0,0,0,0,0,3.2
089-0644,"February 21, 2024",Eastbound,16:00:00,931,1,788,119,0,12,1,0,9,1,0,0,0,0,0,0,0,2.5
089-0644,"February 21, 2024",Eastbound,17:00:00,1046,1,898,134,1,8,1,0,3,0,0,0,0,0,0,0,0,1.1
089-0644,"February 21, 2024",Eastbound,18:00:00,878,0,745,124,0,6,1,0,2,0,0,0,0,0,0,0,0,1.0
089-0644,"February 21, 2024",Eastbound,19:00:00,687,0,589,86,2,10,0,0,0,0,0,0,0,0,0,0,0,1.5
089-0644,"February 21, 2024",Eastbound,20:00:00,467,0,418,45,0,3,0,0,1,0,0,0,0,0,0,0,0,0.9
089-0644,"February 21, 2024",Eastbound,21:00:00,288,0,261,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"February 21, 2024",Eastbound,22:00:00,216,0,187,24,0,5,0,0,0,0,0,0,0,0,0,0,0,2.3
089-0644,"February 21, 2024",Eastbound,23:00:00,92,0,81,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 23, 2024",Westbound,00:00:00,40,0,36,2,0,0,0,0,1,1,0,0,0,0,0,0,0,5.0
089-0644,"July 23, 2024",Westbound,01:00:00,33,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 23, 2024",Westbound,02:00:00,23,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 23, 2024",Westbound,03:00:00,27,0,21,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7
089-0644,"July 23, 2024",Westbound,04:00:00,77,0,63,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1.3
089-0644,"July 23, 2024",Westbound,05:00:00,234,0,174,45,0,9,2,0,3,1,0,0,0,0,0,0,0,6.4
089-0644,"July 23, 2024",Westbound,06:00:00,509,0,411,81,1,10,0,0,3,3,0,0,0,0,0,0,0,3.1
089-0644,"July 23, 2024",Westbound,07:00:00,687,0,497,144,0,28,2,0,11,2,0,0,0,0,0,3,0,6.3
089-0644,"July 23, 2024",Westbound,08:00:00,915,1,700,153,1,28,3,0,23,6,0,0,0,0,0,0,0,6.6
089-0644,"July 23, 2024",Westbound,09:00:00,770,1,608,119,0,23,2,0,10,6,0,0,0,0,0,1,0,5.3
089-0644,"July 23, 2024",Westbound,10:00:00,493,2,402,71,0,7,1,0,3,4,0,0,0,0,0,3,0,3.0
089-0644,"July 23, 2024",Westbound,11:00:00,605,0,490,93,0,11,2,0,6,3,0,0,0,0,0,0,0,3.6
089-0644,"July 23, 2024",Westbound,12:00:00,645,2,520,96,0,17,1,0,3,2,0,0,0,0,0,4,0,3.6
089-0644,"July 23, 2024",Westbound,13:00:00,599,1,497,77,0,17,0,0,3,4,0,0,0,0,0,0,0,4.0
089-0644,"July 23, 2024",Westbound,14:00:00,597,1,488,93,0,10,2,0,1,1,0,0,0,0,0,1,0,2.3
089-0644,"July 23, 2024",Westbound,15:00:00,619,0,531,72,0,13,0,0,1,2,0,0,0,0,0,0,0,2.6
089-0644,"July 23, 2024",Westbound,16:00:00,652,0,561,79,0,7,0,0,2,2,0,0,0,0,0,1,0,1.7
089-0644,"July 23, 2024",Westbound,17:00:00,689,1,588,92,0,6,0,0,1,1,0,0,0,0,0,0,0,1.2
089-0644,"July 23, 2024",Westbound,18:00:00,551,0,476,62,0,9,0,0,3,0,0,0,0,0,0,1,0,2.2
089-0644,"July 23, 2024",Westbound,19:00:00,483,0,403,73,0,4,1,0,2,0,0,0,0,0,0,0,0,1.4
089-0644,"July 23, 2024",Westbound,20:00:00,384,0,326,50,0,5,0,0,2,0,0,0,0,0,0,1,0,1.8
089-0644,"July 23, 2024",Westbound,21:00:00,248,0,216,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4
089-0644,"July 23, 2024",Westbound,22:00:00,172,0,150,20,0,2,0,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"July 23, 2024",Westbound,23:00:00,64,0,54,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6
089-0644,"July 23, 2024",Eastbound,00:00:00,43,0,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.3
089-0644,"July 23, 2024",Eastbound,01:00:00,15,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 23, 2024",Eastbound,02:00:00,21,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 23, 2024",Eastbound,03:00:00,9,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.1
089-0644,"July 23, 2024",Eastbound,04:00:00,29,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 23, 2024",Eastbound,05:00:00,77,0,57,14,0,1,0,0,1,4,0,0,0,0,0,0,0,7.8
089-0644,"July 23, 2024",Eastbound,06:00:00,152,0,116,30,0,3,2,0,0,1,0,0,0,0,0,0,0,3.9
089-0644,"July 23, 2024",Eastbound,07:00:00,267,1,215,36,1,9,0,0,2,2,0,0,0,0,0,1,0,4.9
089-0644,"July 23, 2024",Eastbound,08:00:00,395,1,323,55,1,10,1,0,2,2,0,0,0,0,0,0,0,3.8
089-0644,"July 23, 2024",Eastbound,09:00:00,357,2,271,65,0,8,3,0,2,6,0,0,0,0,0,0,0,5.3
089-0644,"July 23, 2024",Eastbound,10:00:00,401,1,309,60,0,18,6,0,4,3,0,0,0,0,0,0,0,7.7
089-0644,"July 23, 2024",Eastbound,11:00:00,447,1,356,61,1,15,4,0,6,3,0,0,0,0,0,0,0,6.3
089-0644,"July 23, 2024",Eastbound,12:00:00,650,0,530,94,2,16,1,0,4,3,0,0,0,0,0,0,0,3.7
089-0644,"July 23, 2024",Eastbound,13:00:00,738,2,597,104,1,23,3,0,4,4,0,0,0,0,0,0,0,4.6
089-0644,"July 23, 2024",Eastbound,14:00:00,664,0,538,110,0,8,0,0,7,1,0,0,0,0,0,0,0,2.4
089-0644,"July 23, 2024",Eastbound,15:00:00,811,2,651,122,0,24,2,0,10,0,0,0,0,0,0,0,0,4.4
089-0644,"July 23, 2024",Eastbound,16:00:00,849,1,711,106,1,23,1,0,6,0,0,0,0,0,0,0,0,3.5
089-0644,"July 23, 2024",Eastbound,17:00:00,941,0,782,139,1,10,1,0,6,2,0,0,0,0,0,0,0,2.0
089-0644,"July 23, 2024",Eastbound,18:00:00,729,0,619,98,0,7,0,0,4,1,0,0,0,0,0,0,0,1.6
089-0644,"July 23, 2024",Eastbound,19:00:00,616,0,534,72,1,6,0,0,2,1,0,0,0,0,0,0,0,1.5
089-0644,"July 23, 2024",Eastbound,20:00:00,482,0,419,56,1,5,1,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"July 23, 2024",Eastbound,21:00:00,363,0,327,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6
089-0644,"July 23, 2024",Eastbound,22:00:00,307,3,257,40,0,7,0,0,0,0,0,0,0,0,0,0,0,2.3
089-0644,"July 23, 2024",Eastbound,23:00:00,123,0,107,14,0,2,0,0,0,0,0,0,0,0,0,0,0,1.6
089-0644,"February 21, 2024",Westbound,00:00:00,28,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 21, 2024",Westbound,01:00:00,18,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6
089-0644,"February 21, 2024",Westbound,02:00:00,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 21, 2024",Westbound,03:00:00,30,0,24,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3
089-0644,"February 21, 2024",Westbound,04:00:00,69,0,52,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4
089-0644,"February 21, 2024",Westbound,05:00:00,241,0,180,51,2,3,2,0,2,1,0,0,0,0,0,0,0,3.3
089-0644,"February 21, 2024",Westbound,06:00:00,509,0,376,107,0,16,2,0,4,2,0,0,0,0,0,2,0,4.7
089-0644,"February 21, 2024",Westbound,07:00:00,898,0,690,159,1,28,6,1,9,2,0,0,0,0,0,2,0,5.1
089-0644,"February 21, 2024",Westbound,08:00:00,1133,0,894,188,2,25,3,0,16,4,0,0,0,0,0,1,0,4.2
089-0644,"February 21, 2024",Westbound,09:00:00,819,0,646,129,0,27,3,0,11,2,1,0,0,0,0,0,0,5.4
089-0644,"February 21, 2024",Westbound,10:00:00,660,0,527,103,0,20,2,0,4,4,0,0,0,0,0,0,0,4.5
089-0644,"February 21, 2024",Westbound,11:00:00,650,0,517,105,0,18,2,0,5,3,0,0,0,0,0,0,0,4.3
089-0644,"February 21, 2024",Westbound,12:00:00,684,0,539,115,2,15,2,0,7,4,0,0,0,0,0,0,0,4.1
089-0644,"February 21, 2024",Westbound,13:00:00,650,1,525,99,1,13,1,0,6,2,1,0,0,0,0,1,0,3.5
089-0644,"February 21, 2024",Westbound,14:00:00,592,0,484,84,0,15,2,0,4,3,0,0,0,0,0,0,0,4.1
089-0644,"February 21, 2024",Westbound,15:00:00,622,0,521,85,2,9,1,0,3,1,0,0,0,0,0,0,0,2.3
089-0644,"February 21, 2024",Westbound,16:00:00,694,0,593,88,0,9,1,0,2,1,0,0,0,0,0,0,0,1.9
089-0644,"February 21, 2024",Westbound,17:00:00,781,1,648,125,0,5,0,0,1,1,0,0,0,0,0,0,0,0.9
089-0644,"February 21, 2024",Westbound,18:00:00,648,0,565,68,0,10,0,0,4,1,0,0,0,0,0,0,0,2.3
089-0644,"February 21, 2024",Westbound,19:00:00,459,0,381,71,1,4,0,0,2,0,0,0,0,0,0,0,0,1.3
089-0644,"February 21, 2024",Westbound,20:00:00,348,1,290,52,0,5,0,0,0,0,0,0,0,0,0,0,0,1.4
089-0644,"February 21, 2024",Westbound,21:00:00,232,0,204,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0.9
089-0644,"February 21, 2024",Westbound,22:00:00,131,0,103,26,0,2,0,0,0,0,0,0,0,0,0,0,0,1.5
089-0644,"February 21, 2024",Westbound,23:00:00,80,1,75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3
089-0644,"February 22, 2024",Eastbound,00:00:00,33,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 22, 2024",Eastbound,01:00:00,22,1,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
089-0644,"February 22, 2024",Eastbound,02:00:00,15,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 22, 2024",Eastbound,03:00:00,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 22, 2024",Eastbound,04:00:00,18,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 22, 2024",Eastbound,05:00:00,53,0,32,16,0,1,1,0,2,1,0,0,0,0,0,0,0,9.4
089-0644,"February 22, 2024",Eastbound,06:00:00,159,0,117,31,1,2,4,0,1,2,0,0,0,0,0,1,0,5.7
089-0644,"February 22, 2024",Eastbound,07:00:00,320,0,253,50,0,6,7,0,3,1,0,0,0,0,0,0,0,5.3
089-0644,"February 22, 2024",Eastbound,08:00:00,386,0,316,55,0,9,2,0,1,3,0,0,0,0,0,0,0,3.9
089-0644,"February 22, 2024",Eastbound,09:00:00,366,0,287,56,1,10,6,0,3,3,0,0,0,0,0,0,0,6.0
089-0644,"February 22, 2024",Eastbound,10:00:00,428,1,333,78,0,6,4,0,2,4,0,0,0,0,0,0,0,3.7
089-0644,"February 22, 2024",Eastbound,11:00:00,499,1,405,67,0,12,7,0,3,4,0,0,0,0,0,0,0,5.2
089-0644,"February 22, 2024",Eastbound,12:00:00,579,1,454,95,2,15,3,0,7,1,1,0,0,0,0,0,0,4.7
089-0644,"February 22, 2024",Eastbound,13:00:00,650,1,539,87,0,12,2,0,5,3,0,0,0,0,0,1,0,3.4
089-0644,"February 22, 2024",Eastbound,14:00:00,730,1,580,119,0,13,7,0,8,2,0,0,0,0,0,0,0,4.1
089-0644,"February 22, 2024",Eastbound,15:00:00,895,1,707,152,0,23,3,0,8,0,0,0,0,0,0,1,0,3.8
089-0644,"February 22, 2024",Eastbound,16:00:00,951,1,800,116,1,17,2,0,13,1,0,0,0,0,0,0,0,3.5
089-0644,"February 22, 2024",Eastbound,17:00:00,1017,1,854,140,1,12,2,0,7,0,0,0,0,0,0,0,0,2.1
089-0644,"February 22, 2024",Eastbound,18:00:00,830,0,677,129,0,13,4,0,6,1,0,0,0,0,0,0,0,2.9
089-0644,"February 22, 2024",Eastbound,19:00:00,699,0,602,86,0,9,1,0,1,0,0,0,0,0,0,0,0,1.6
089-0644,"February 22, 2024",Eastbound,20:00:00,397,0,349,44,0,3,0,0,1,0,0,0,0,0,0,0,0,1.0
089-0644,"February 22, 2024",Eastbound,21:00:00,368,1,331,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5
089-0644,"February 22, 2024",Eastbound,22:00:00,334,1,282,47,0,4,0,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"February 22, 2024",Eastbound,23:00:00,107,0,92,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9
089-0644,"February 22, 2024",Westbound,00:00:00,32,1,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 22, 2024",Westbound,01:00:00,17,0,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.9
089-0644,"February 22, 2024",Westbound,02:00:00,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 22, 2024",Westbound,03:00:00,29,0,24,3,0,0,1,0,1,0,0,0,0,0,0,0,0,6.9
089-0644,"February 22, 2024",Westbound,04:00:00,75,0,60,11,0,1,1,0,1,0,0,0,0,0,0,1,0,4.0
089-0644,"February 22, 2024",Westbound,05:00:00,238,0,169,59,0,8,0,0,0,1,0,0,0,0,0,1,0,3.8
089-0644,"February 22, 2024",Westbound,06:00:00,516,0,385,104,1,16,4,0,3,2,0,0,0,0,0,1,0,4.8
089-0644,"February 22, 2024",Westbound,07:00:00,916,0,711,143,1,33,7,0,18,1,0,0,0,0,0,2,0,6.4
089-0644,"February 22, 2024",Westbound,08:00:00,1039,0,809,189,1,14,3,0,18,5,0,0,0,0,0,0,0,3.8
089-0644,"February 22, 2024",Westbound,09:00:00,839,2,668,125,0,24,5,0,12,2,0,0,0,0,0,1,0,5.1
089-0644,"February 22, 2024",Westbound,10:00:00,623,0,499,88,1,20,5,0,6,4,0,0,0,0,0,0,0,5.6
089-0644,"February 22, 2024",Westbound,11:00:00,616,1,493,92,2,11,5,0,7,5,0,0,0,0,0,0,0,4.5
089-0644,"February 22, 2024",Westbound,12:00:00,680,0,556,92,1,18,3,0,2,8,0,0,0,0,0,0,0,4.6
089-0644,"February 22, 2024",Westbound,13:00:00,655,0,525,99,1,11,8,0,9,1,0,0,0,0,0,1,0,4.4
089-0644,"February 22, 2024",Westbound,14:00:00,560,1,461,74,0,16,2,0,4,2,0,0,0,0,0,0,0,4.3
089-0644,"February 22, 2024",Westbound,15:00:00,628,0,506,103,1,11,5,0,0,2,0,0,0,0,0,0,0,2.9
089-0644,"February 22, 2024",Westbound,16:00:00,726,2,617,91,0,13,2,0,1,0,0,0,0,0,0,0,0,2.2
089-0644,"February 22, 2024",Westbound,17:00:00,791,0,655,124,0,8,1,0,3,0,0,0,0,0,0,0,0,1.5
089-0644,"February 22, 2024",Westbound,18:00:00,703,1,601,90,0,7,1,0,2,1,0,0,0,0,0,0,0,1.6
089-0644,"February 22, 2024",Westbound,19:00:00,528,1,432,84,0,7,0,0,3,0,0,0,0,0,0,1,0,1.9
089-0644,"February 22, 2024",Westbound,20:00:00,406,2,333,68,0,3,0,0,0,0,0,0,0,0,0,0,0,0.7
089-0644,"February 22, 2024",Westbound,21:00:00,265,0,223,36,1,2,0,0,0,2,0,1,0,0,0,0,0,1.9
089-0644,"February 22, 2024",Westbound,22:00:00,183,0,156,21,0,1,0,0,1,4,0,0,0,0,0,0,0,3.3
089-0644,"February 22, 2024",Westbound,23:00:00,86,0,72,12,0,1,0,0,0,0,0,1,0,0,0,0,0,2.3
089-0644,"July 24, 2024",Westbound,00:00:00,38,0,27,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6
089-0644,"July 24, 2024",Westbound,01:00:00,18,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"July 24, 2024",Westbound,02:00:00,17,0,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9
089-0644,"July 24, 2024",Westbound,03:00:00,36,0,26,8,0,1,0,0,0,1,0,0,0,0,0,0,0,5.6
089-0644,"July 24, 2024",Westbound,04:00:00,72,0,55,13,0,1,0,0,1,2,0,0,0,0,0,0,0,5.6
089-0644,"July 24, 2024",Westbound,05:00:00,198,0,153,38,0,3,2,0,1,1,0,0,0,0,0,0,0,3.5
089-0644,"July 24, 2024",Westbound,06:00:00,448,0,349,81,0,14,1,0,2,1,0,0,0,0,0,0,0,4.0
089-0644,"July 24, 2024",Westbound,07:00:00,792,0,580,161,0,30,0,0,18,2,0,0,0,0,0,1,0,6.3
089-0644,"July 24, 2024",Westbound,08:00:00,1018,3,787,180,0,27,3,0,16,2,0,0,0,0,0,0,0,4.7
089-0644,"July 24, 2024",Westbound,09:00:00,827,0,660,120,1,28,4,2,9,2,0,0,0,0,0,1,0,5.4
089-0644,"July 24, 2024",Westbound,10:00:00,634,1,489,114,0,14,6,0,6,4,0,0,0,0,0,0,0,4.7
089-0644,"July 24, 2024",Westbound,11:00:00,520,0,412,85,1,15,2,0,3,1,0,0,0,0,0,1,0,4.0
089-0644,"July 24, 2024",Westbound,12:00:00,653,0,520,104,1,16,4,0,3,3,0,0,0,0,0,2,0,4.0
089-0644,"July 24, 2024",Westbound,13:00:00,646,1,524,100,0,15,2,0,1,0,0,0,0,0,0,3,0,2.8
089-0644,"July 24, 2024",Westbound,14:00:00,607,1,499,86,1,11,1,0,5,3,0,0,0,0,0,0,0,3.3
089-0644,"July 24, 2024",Westbound,15:00:00,584,1,490,77,0,8,2,0,5,1,0,0,0,0,0,0,0,2.7
089-0644,"July 24, 2024",Westbound,16:00:00,637,0,544,82,0,8,0,0,1,0,0,0,0,0,0,2,0,1.4
089-0644,"July 24, 2024",Westbound,17:00:00,703,0,598,90,0,9,0,0,5,0,0,0,0,0,0,1,0,2.0
089-0644,"July 24, 2024",Westbound,18:00:00,537,0,462,63,0,7,0,0,1,2,0,0,0,0,0,2,0,1.9
089-0644,"July 24, 2024",Westbound,19:00:00,449,0,386,55,0,6,0,0,1,0,0,0,0,0,0,1,0,1.6
089-0644,"July 24, 2024",Westbound,20:00:00,323,0,282,38,0,2,0,0,1,0,0,0,0,0,0,0,0,0.9
089-0644,"July 24, 2024",Westbound,21:00:00,222,0,195,23,0,3,0,0,1,0,0,0,0,0,0,0,0,1.8
089-0644,"July 24, 2024",Westbound,22:00:00,139,0,119,17,0,1,0,0,1,0,0,0,0,0,0,1,0,1.4
089-0644,"July 24, 2024",Westbound,23:00:00,81,0,66,11,0,4,0,0,0,0,0,0,0,0,0,0,0,4.9
089-0644,"February 18, 2024",Eastbound,00:00:00,82,0,75,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2
089-0644,"February 18, 2024",Eastbound,01:00:00,46,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
089-0644,"February 18, 2024",Eastbound,02:00:00,36,0,29,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2.8
