,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,1000,3,953,37,3,1,0,0,1,1,1,0,0,0,0,0,0,0.4
01:00:00,603,1,575,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0.3
02:00:00,382,1,357,19,0,2,0,0,1,1,1,0,0,0,0,0,0,1.3
03:00:00,302,0,286,13,0,2,0,0,0,1,0,0,0,0,0,0,0,1.0
04:00:00,383,0,368,10,0,2,0,0,0,3,0,0,0,0,0,0,0,1.3
05:00:00,610,0,575,26,1,2,0,0,1,4,1,0,0,0,0,0,0,1.3
06:00:00,1166,3,1086,70,0,0,1,0,1,5,0,0,0,0,0,0,0,0.6
07:00:00,1380,0,1263,103,5,8,0,0,1,0,0,0,0,0,0,0,0,0.7
08:00:00,2163,0,1959,192,3,4,0,0,3,2,0,0,0,0,0,0,0,0.4
09:00:00,2612,0,2369,216,4,17,4,1,1,0,0,0,0,0,0,0,0,0.9
10:00:00,3498,0,3198,269,2,10,9,0,4,6,0,0,0,0,0,0,0,0.8
11:00:00,3999,0,3675,306,4,7,2,1,2,1,1,0,0,0,0,0,0,0.4
12:00:00,3773,0,3423,324,2,15,2,0,5,2,0,0,0,0,0,0,0,0.6
13:00:00,3880,2,3564,284,5,10,9,0,2,2,2,0,0,0,0,0,0,0.6
14:00:00,4179,1,3850,305,6,8,2,0,4,3,0,0,0,0,0,0,0,0.4
15:00:00,4933,6,4523,356,5,18,5,2,10,5,3,0,0,0,0,0,0,0.9
16:00:00,4053,0,3768,265,2,6,7,0,2,2,1,0,0,0,0,0,0,0.4
17:00:00,3700,0,3412,272,1,6,7,0,1,1,0,0,0,0,0,0,0,0.4
18:00:00,3109,0,2889,205,3,4,4,0,2,2,0,0,0,0,0,0,0,0.4
19:00:00,3089,4,2935,131,1,8,4,0,0,6,0,0,0,0,0,0,0,0.6
20:00:00,2202,1,2100,85,3,2,2,0,2,6,1,0,0,0,0,0,0,0.6
21:00:00,1735,1,1648,75,1,2,3,0,0,5,0,0,0,0,0,0,0,0.6
22:00:00,1221,1,1156,45,0,9,3,0,0,6,1,0,0,0,0,0,0,1.6
23:00:00,842,0,810,19,3,4,1,0,1,4,0,0,0,0,0,0,0,1.2
