,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,566,2,545,4,1,0,1,0,1,11,1,0,0,0,0,0,0,2.5
01:00:00,384,1,362,6,1,0,0,0,0,14,0,0,0,0,0,0,0,3.6
02:00:00,269,4,244,1,1,0,2,0,0,16,1,0,0,0,0,0,0,7.1
03:00:00,210,1,195,1,0,1,0,0,0,10,2,0,0,0,0,0,0,6.2
04:00:00,368,2,346,4,1,1,0,0,0,13,1,0,0,0,0,0,0,4.1
05:00:00,1079,1,1014,15,7,10,0,0,1,28,1,0,2,0,0,0,0,3.9
06:00:00,2886,1,2655,163,10,19,3,0,1,29,5,0,0,0,0,0,0,2.0
07:00:00,5399,0,4740,553,13,49,16,0,18,10,0,0,0,0,0,0,0,1.7
08:00:00,5383,0,4760,513,7,59,16,0,14,12,2,0,0,0,0,0,0,1.9
09:00:00,4112,0,3502,482,12,73,20,1,10,11,1,0,0,0,0,0,0,2.8
10:00:00,3391,1,2808,460,7,69,16,0,17,11,2,0,0,0,0,0,0,3.4
11:00:00,3709,0,3076,539,7,48,7,0,15,16,1,0,0,0,0,0,0,2.3
12:00:00,3970,0,3342,506,10,67,14,0,18,12,1,0,0,0,0,0,0,2.8
13:00:00,4390,0,3654,610,21,61,11,0,21,12,0,0,0,0,0,0,0,2.4
14:00:00,4864,1,4166,619,11,38,10,0,14,4,1,0,0,0,0,0,0,1.4
15:00:00,5070,0,4426,579,7,35,9,0,12,2,0,0,0,0,0,0,0,1.1
16:00:00,5460,0,4835,553,13,36,8,0,12,3,0,0,0,0,0,0,0,1.1
17:00:00,5366,2,4800,511,4,26,2,0,17,4,0,0,0,0,0,0,0,0.9
18:00:00,4764,2,4308,392,6,35,2,0,10,8,0,0,1,0,0,0,0,1.2
19:00:00,3688,2,3550,103,2,8,0,0,1,20,2,0,0,0,0,0,0,0.8
20:00:00,3381,2,3281,74,3,6,1,0,1,13,0,0,0,0,0,0,0,0.6
21:00:00,3068,1,2973,63,2,1,1,0,0,27,0,0,0,0,0,0,0,0.9
22:00:00,2734,1,2648,54,3,9,0,0,1,16,2,0,0,0,0,0,0,1.0
23:00:00,1689,0,1655,16,0,2,0,0,0,16,0,0,0,0,0,0,0,1.1
