,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,563,1,511,33,6,1,1,0,1,6,3,0,0,0,0,0,0,2.1
01:00:00,303,0,273,21,1,2,0,0,0,5,1,0,0,0,0,0,0,2.6
02:00:00,247,1,220,12,0,5,2,0,0,7,0,0,0,0,0,0,0,5.7
03:00:00,286,0,254,19,0,2,2,0,0,9,0,0,0,0,0,0,0,4.5
04:00:00,570,1,504,44,0,6,4,0,1,10,0,0,0,0,0,0,0,3.7
05:00:00,1514,3,1268,196,3,11,3,0,1,26,1,1,1,0,0,0,0,2.9
06:00:00,3709,9,3077,507,12,44,9,0,8,37,6,0,0,0,0,0,0,2.8
07:00:00,4940,3,4165,660,8,65,10,1,21,7,0,0,0,0,0,0,0,2.1
08:00:00,5314,3,4505,681,7,64,12,4,18,20,0,0,0,0,0,0,0,2.2
09:00:00,4420,1,3721,563,14,66,9,4,20,18,4,0,0,0,0,0,0,2.7
10:00:00,4331,0,3603,599,18,74,14,0,15,8,0,0,0,0,0,0,0,2.6
11:00:00,4517,0,3802,613,9,65,11,0,9,7,1,0,0,0,0,0,0,2.1
12:00:00,4619,2,3915,600,13,45,14,0,15,12,3,0,0,0,0,0,0,1.9
13:00:00,3950,3,3344,485,11,56,15,0,20,15,1,0,0,0,0,0,0,2.7
14:00:00,4316,2,3725,477,16,56,12,0,23,5,0,0,0,0,0,0,0,2.2
15:00:00,4669,5,4154,423,7,48,7,0,18,5,1,1,0,0,0,0,0,1.7
16:00:00,4961,1,4433,442,14,46,7,0,13,5,0,0,0,0,0,0,0,1.4
17:00:00,4457,0,4089,330,5,21,2,1,8,1,0,0,0,0,0,0,0,0.7
18:00:00,4185,2,3802,338,7,20,1,0,11,4,0,0,0,0,0,0,0,0.9
19:00:00,3499,6,3233,220,3,16,3,0,3,12,3,0,0,0,0,0,0,1.1
20:00:00,2771,6,2609,134,4,7,2,0,3,5,1,0,0,0,0,0,0,0.6
21:00:00,2331,4,2191,112,7,2,0,0,3,12,0,0,0,0,0,0,0,0.7
22:00:00,1921,4,1832,62,2,8,0,0,4,9,0,0,0,0,0,0,0,1.1
23:00:00,1539,2,1468,49,1,2,4,0,1,10,2,0,0,0,0,0,0,1.2
