,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,772,1,748,9,0,2,3,0,0,9,0,0,0,0,0,0,0,1.8
01:00:00,508,3,479,14,1,3,0,0,0,7,1,0,0,0,0,0,0,2.2
02:00:00,411,1,401,3,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5
03:00:00,358,1,337,7,1,1,0,1,0,9,1,0,0,0,0,0,0,3.4
04:00:00,470,0,442,9,1,3,0,0,1,14,0,0,0,0,0,0,0,3.8
05:00:00,1107,0,1045,21,3,6,5,0,0,26,1,0,0,0,0,0,0,3.4
06:00:00,2769,3,2367,299,11,38,24,0,8,19,0,0,0,0,0,0,0,3.2
07:00:00,4968,0,4381,458,5,42,46,0,21,15,0,0,0,0,0,0,0,2.5
08:00:00,5612,0,5056,457,1,55,21,1,11,9,1,0,0,0,0,0,0,1.7
09:00:00,4484,1,3869,498,9,57,19,1,20,10,0,0,0,0,0,0,0,2.4
10:00:00,3833,2,3113,531,9,77,64,0,16,18,3,0,0,0,0,0,0,4.6
11:00:00,3680,1,3021,524,6,69,22,0,19,16,2,0,0,0,0,0,0,3.5
12:00:00,3982,0,3335,543,4,59,21,0,11,8,1,0,0,0,0,0,0,2.5
13:00:00,4317,0,3615,573,5,70,31,0,9,13,1,0,0,0,0,0,0,2.9
14:00:00,4703,1,3988,610,7,47,27,0,15,7,1,0,0,0,0,0,0,2.1
15:00:00,4908,4,4251,578,4,42,7,1,15,6,0,0,0,0,0,0,0,1.4
16:00:00,5062,0,4425,578,6,32,3,0,16,2,0,0,0,0,0,0,0,1.0
17:00:00,5016,0,4516,464,4,19,0,0,8,5,0,0,0,0,0,0,0,0.6
18:00:00,3656,1,3217,412,4,13,1,0,6,2,0,0,0,0,0,0,0,0.6
19:00:00,3691,0,3242,396,2,30,0,0,12,9,0,0,0,0,0,0,0,1.4
20:00:00,2925,0,2659,228,1,21,0,0,8,8,0,0,0,0,0,0,0,1.3
21:00:00,2307,1,2241,45,2,3,0,0,1,12,2,0,0,0,0,0,0,0.8
22:00:00,2080,3,2029,29,1,3,0,0,0,13,1,0,1,0,0,0,0,0.9
23:00:00,1626,1,1601,15,0,2,0,0,0,7,0,0,0,0,0,0,0,0.6
