,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,604,1,577,13,4,3,1,0,1,3,1,0,0,0,0,0,0,1.5
01:00:00,358,0,341,10,2,2,0,0,0,3,0,0,0,0,0,0,0,1.4
02:00:00,252,0,228,17,0,0,0,0,1,6,0,0,0,0,0,0,0,2.8
03:00:00,334,1,307,18,0,1,0,0,1,5,1,0,0,0,0,0,0,2.4
04:00:00,744,1,666,61,1,5,2,0,3,4,0,1,0,0,0,0,0,2.0
05:00:00,1671,0,1433,200,2,13,3,0,2,18,0,0,0,0,0,0,0,2.2
06:00:00,3495,4,2890,537,7,30,9,0,9,8,1,0,0,0,0,0,0,1.6
07:00:00,5156,2,4417,658,5,43,7,0,15,9,0,0,0,0,0,0,0,1.4
08:00:00,5520,3,4820,602,3,46,8,2,25,11,0,0,0,0,0,0,0,1.7
09:00:00,4738,3,4008,608,9,57,20,1,20,11,1,0,0,0,0,0,0,2.3
10:00:00,4313,3,3596,588,5,65,29,1,16,10,0,0,0,0,0,0,0,2.8
11:00:00,4015,0,3313,583,6,75,11,1,14,12,0,0,0,0,0,0,0,2.8
12:00:00,3898,1,3265,529,3,58,21,0,12,6,3,0,0,0,0,0,0,2.6
13:00:00,3867,1,3290,464,6,63,23,1,13,6,0,0,0,0,0,0,0,2.7
14:00:00,3892,2,3335,449,4,59,15,2,21,4,1,0,0,0,0,0,0,2.6
15:00:00,4804,0,4168,541,10,53,11,0,15,6,0,0,0,0,0,0,0,1.8
16:00:00,4767,1,4311,388,5,35,6,1,17,2,1,0,0,0,0,0,0,1.3
17:00:00,4816,2,4362,387,7,35,4,0,12,6,1,0,0,0,0,0,0,1.2
18:00:00,4017,0,3621,351,7,23,1,0,9,5,0,0,0,0,0,0,0,0.9
19:00:00,3078,0,2797,250,5,16,2,0,6,2,0,0,0,0,0,0,0,0.8
20:00:00,2357,0,2131,191,2,18,2,0,5,8,0,0,0,0,0,0,0,1.4
21:00:00,1991,4,1834,128,1,8,3,0,2,11,0,0,0,0,0,0,0,1.2
22:00:00,1482,2,1393,62,4,6,2,0,2,11,0,0,0,0,0,0,0,1.4
23:00:00,910,1,862,30,5,2,0,0,0,10,0,0,0,0,0,0,0,1.3
