,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,1294,1,1082,160,0,13,3,0,6,27,0,1,0,0,0,1,0,3.9
01:00:00,849,1,712,87,0,19,2,1,7,19,0,1,0,0,0,0,0,5.8
02:00:00,808,0,664,86,1,15,3,0,5,33,0,0,0,0,0,1,0,6.9
03:00:00,896,1,695,133,1,17,12,0,5,31,1,0,0,0,0,0,0,7.4
04:00:00,1750,1,1284,353,0,49,11,0,20,27,0,0,1,0,0,4,0,6.2
05:00:00,4077,5,2873,954,5,147,25,1,24,35,0,1,0,0,0,7,0,5.7
06:00:00,7150,8,4956,1717,9,281,37,1,74,36,6,1,0,0,0,24,0,6.1
07:00:00,8178,14,5800,1868,13,272,27,4,120,37,6,0,0,0,0,17,0,5.7
08:00:00,7870,10,5685,1682,12,240,39,1,132,44,8,0,0,0,0,17,0,5.9
09:00:00,6808,6,5026,1351,3,229,34,0,77,56,9,0,0,0,0,17,0,5.9
10:00:00,6607,8,4877,1300,1,210,38,2,83,63,12,0,0,0,0,13,0,6.2
11:00:00,6238,14,4676,1139,1,205,28,1,81,66,15,0,0,0,0,12,0,6.3
12:00:00,6516,5,4965,1208,4,181,34,0,56,44,10,0,0,0,0,9,0,5.0
13:00:00,6419,10,4897,1168,2,196,29,0,55,37,11,0,0,0,0,14,0,5.1
14:00:00,6133,7,4731,1107,13,158,22,0,52,29,3,0,0,0,0,11,0,4.3
15:00:00,6001,8,4654,1040,22,150,29,0,51,40,0,0,0,0,0,7,0,4.5
16:00:00,6305,7,5036,1002,13,138,20,0,39,38,0,2,0,0,0,10,0,3.8
17:00:00,5538,9,4542,798,16,105,10,0,30,20,0,1,0,0,0,7,0,3.0
18:00:00,5060,6,4203,691,3,82,8,0,38,23,0,0,0,0,0,6,0,3.0
19:00:00,4781,6,3911,706,5,66,9,1,37,31,1,1,0,0,0,7,0,3.1
20:00:00,3896,3,3257,510,2,53,4,0,26,34,0,2,0,0,0,5,0,3.1
21:00:00,3240,1,2717,408,0,50,9,0,17,33,0,1,0,0,0,4,0,3.4
22:00:00,2428,3,2034,265,0,32,7,0,29,51,1,4,0,0,0,2,0,5.1
23:00:00,1525,0,1258,193,1,21,3,0,10,36,0,1,1,0,0,1,0,4.7
