,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,2350,2,2056,253,1,14,2,0,8,13,0,0,0,0,0,1,0,1.6
01:00:00,1607,1,1393,171,0,18,2,0,9,12,0,0,0,0,0,1,0,2.6
02:00:00,1403,0,1212,163,0,15,1,0,4,8,0,0,0,0,0,0,0,2.0
03:00:00,1262,1,1048,173,3,13,2,0,3,19,0,0,0,0,0,0,0,2.9
04:00:00,1093,1,906,155,0,8,3,1,7,12,0,0,0,0,0,0,0,2.8
05:00:00,1537,0,1238,258,2,17,2,0,10,10,0,0,0,0,0,0,0,2.5
06:00:00,2285,1,1895,330,1,37,3,0,8,9,0,0,0,0,0,1,0,2.5
07:00:00,2449,2,1931,435,3,37,4,0,20,15,0,0,0,0,0,2,0,3.1
08:00:00,3757,1,3056,593,2,47,9,0,27,15,0,0,0,0,0,7,0,2.6
09:00:00,4702,1,3897,691,1,66,5,0,23,15,0,0,0,0,0,3,0,2.3
10:00:00,5885,3,4974,777,3,64,4,0,27,24,0,0,0,0,0,9,0,2.0
11:00:00,6795,12,5699,963,2,67,4,0,28,16,0,0,0,0,0,4,0,1.7
12:00:00,6782,2,5764,908,1,57,1,0,19,17,0,0,0,0,0,13,0,1.4
13:00:00,6940,6,5931,881,2,63,2,0,27,16,0,0,0,0,0,12,0,1.6
14:00:00,6700,5,5617,964,3,57,3,0,24,13,0,0,0,0,0,14,0,1.4
15:00:00,6285,13,5258,881,4,84,1,0,23,8,0,0,0,0,0,13,0,1.8
16:00:00,6475,5,5475,907,2,45,4,0,22,7,0,0,0,0,0,8,0,1.2
17:00:00,6494,15,5518,871,3,53,1,0,15,9,0,0,0,0,0,9,0,1.2
18:00:00,5384,8,4588,700,4,49,5,0,12,12,1,0,0,0,0,5,0,1.5
19:00:00,5244,6,4527,638,0,38,1,0,15,18,0,0,0,0,0,1,0,1.4
20:00:00,4513,3,3869,537,6,55,8,0,14,16,0,1,0,0,0,4,0,2.1
21:00:00,3664,1,3179,408,2,33,9,0,13,18,0,0,0,0,0,1,0,2.0
22:00:00,2783,0,2411,303,0,22,5,0,15,25,0,1,0,0,0,1,0,2.4
23:00:00,1929,3,1629,245,1,16,2,0,8,24,0,0,0,0,0,1,0,2.6
