,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,1957,0,1577,309,1,24,4,0,11,25,0,3,2,0,0,1,0,3.5
01:00:00,1280,2,1018,187,0,30,5,0,8,25,0,3,2,0,0,0,0,5.7
02:00:00,1109,3,843,163,3,22,9,0,14,45,0,3,2,0,0,2,0,8.6
03:00:00,1006,1,729,163,0,31,6,0,16,56,0,3,1,0,0,0,0,11.2
04:00:00,1028,0,725,190,0,37,10,0,20,42,0,1,1,0,0,2,0,10.8
05:00:00,2451,0,1697,543,2,92,23,0,30,57,0,1,1,0,0,5,0,8.3
06:00:00,4906,1,3344,1151,6,210,34,1,41,103,3,2,2,0,0,8,0,8.1
07:00:00,7030,7,5209,1343,18,209,41,1,83,96,5,2,0,0,0,16,0,6.2
08:00:00,6325,4,4551,1299,22,235,38,0,76,77,4,0,0,0,0,19,0,6.8
09:00:00,5749,2,4032,1272,15,226,35,2,67,79,3,0,0,0,0,16,0,7.2
10:00:00,5622,2,3936,1253,4,227,41,2,58,81,1,0,0,0,0,17,0,7.3
11:00:00,6849,3,4800,1543,1,264,42,1,75,96,4,1,0,0,0,19,0,7.1
12:00:00,8033,5,5650,1785,5,352,38,0,95,87,1,1,0,0,0,14,0,7.1
13:00:00,8176,6,5918,1797,6,253,23,1,94,62,3,0,0,0,0,13,0,5.3
14:00:00,8604,5,6324,1829,8,265,25,0,88,49,0,1,0,0,0,10,0,5.0
15:00:00,9090,10,6842,1876,15,209,18,0,80,32,0,0,0,1,0,7,0,3.7
16:00:00,8818,8,6708,1750,16,195,17,1,82,30,0,1,0,0,0,10,0,3.7
17:00:00,8666,11,6676,1668,17,187,8,0,71,17,0,0,0,0,0,11,0,3.3
18:00:00,7802,7,6036,1504,15,160,3,0,56,18,0,0,0,0,0,3,0,3.0
19:00:00,6915,8,5427,1275,6,124,2,0,45,19,0,0,1,0,0,8,0,2.8
20:00:00,6182,6,4979,1038,4,87,7,0,33,24,0,1,0,0,0,3,0,2.5
21:00:00,5377,10,4444,794,6,64,6,0,26,24,0,0,1,0,0,2,0,2.3
22:00:00,5930,2,4942,821,1,58,14,0,28,59,0,1,2,0,0,2,0,2.7
23:00:00,4990,4,4104,734,5,50,10,1,25,50,1,2,1,0,0,3,0,2.8
