,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,1360,0,1131,182,1,19,0,0,6,16,0,1,1,0,0,3,0,3.2
01:00:00,970,1,783,131,1,18,2,0,3,28,0,3,0,0,0,0,0,5.6
02:00:00,829,2,654,122,1,21,7,0,5,16,0,0,0,0,0,1,0,5.9
03:00:00,1015,1,758,182,0,33,7,1,4,24,0,0,1,0,0,4,0,6.9
04:00:00,1968,4,1407,433,0,62,12,0,15,27,0,0,1,0,0,7,0,5.9
05:00:00,4801,8,3326,1169,4,179,21,1,37,44,0,1,0,0,0,11,0,5.9
06:00:00,7570,14,5133,1881,10,332,34,1,102,35,7,0,0,0,0,21,0,6.8
07:00:00,8877,10,6337,1967,10,326,33,3,118,29,9,0,0,0,0,35,0,5.8
08:00:00,8662,14,6376,1772,9,276,28,0,116,39,7,0,0,0,0,25,0,5.4
09:00:00,7597,10,5547,1531,4,268,32,0,110,62,7,1,1,0,0,24,0,6.3
10:00:00,6842,8,5085,1306,1,252,35,0,66,70,5,0,0,0,0,14,0,6.3
11:00:00,6197,8,4621,1182,3,185,35,1,92,52,4,0,0,0,0,14,0,6.0
12:00:00,6731,6,5067,1206,0,242,25,0,90,70,8,1,1,0,0,15,0,6.5
13:00:00,6252,6,4789,1049,10,203,32,2,74,65,7,0,0,0,0,15,0,6.1
14:00:00,5864,10,4570,982,14,150,16,0,68,46,1,0,1,0,0,6,0,4.8
15:00:00,6441,12,5087,1016,19,160,20,0,72,44,0,0,0,0,0,11,0,4.6
16:00:00,6248,5,5142,846,8,152,10,0,48,26,0,0,0,0,0,11,0,3.8
17:00:00,6492,11,5378,907,11,103,9,0,43,25,0,0,0,0,0,5,0,2.8
18:00:00,5616,9,4745,664,5,105,9,0,41,30,0,0,0,0,0,8,0,3.3
19:00:00,4619,4,3874,559,3,93,10,0,36,35,0,1,0,0,0,4,0,3.8
20:00:00,4073,10,3383,534,3,67,7,0,27,33,0,0,0,0,0,9,0,3.3
21:00:00,3434,8,2833,438,0,67,11,0,34,39,1,1,1,0,0,1,0,4.5
22:00:00,2942,4,2405,348,1,60,16,0,21,77,0,6,2,0,0,2,0,6.2
23:00:00,1900,13,1509,254,1,32,19,0,17,52,0,1,0,0,0,2,0,6.4
