,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,1220,1,978,168,0,29,4,0,11,28,0,0,0,0,0,1,0,5.9
01:00:00,799,0,595,107,0,18,7,0,12,54,1,1,1,0,0,3,0,11.8
02:00:00,725,2,522,107,1,18,3,0,9,51,0,4,3,1,0,4,0,12.3
03:00:00,864,1,637,135,0,30,9,0,7,42,0,1,1,0,0,1,0,10.4
04:00:00,1827,0,1301,375,0,66,8,1,21,47,1,0,4,0,0,3,0,8.1
05:00:00,4484,4,3237,1000,3,141,14,2,33,37,0,1,1,0,0,11,0,5.1
06:00:00,7397,6,5105,1840,10,292,26,0,62,35,2,0,1,0,0,18,0,5.7
07:00:00,8508,11,6181,1790,12,295,30,2,113,37,1,0,0,2,0,34,0,5.6
08:00:00,8419,22,6232,1617,17,249,29,1,120,50,1,0,0,0,0,81,0,5.3
09:00:00,7674,9,5679,1480,9,288,35,0,107,37,2,0,0,0,0,28,0,6.1
10:00:00,7828,18,5638,1585,4,300,30,4,104,85,1,0,0,0,0,59,0,6.7
11:00:00,6627,7,4901,1300,1,229,27,0,81,66,3,0,0,0,0,12,0,6.1
12:00:00,6565,7,4889,1223,0,246,26,2,95,61,2,0,0,1,0,13,0,6.6
13:00:00,6243,12,4724,1171,3,167,30,0,64,52,2,0,2,0,0,16,0,5.1
14:00:00,6611,7,5095,1134,16,197,27,0,64,54,0,1,1,0,0,15,0,5.2
15:00:00,6368,10,5073,945,17,175,14,1,59,59,0,0,0,0,0,15,0,4.8
16:00:00,6344,12,5217,870,14,125,15,0,40,37,0,0,1,0,0,13,0,3.4
17:00:00,5709,8,4767,752,11,92,5,0,44,25,0,0,0,0,0,5,0,2.9
18:00:00,5028,6,4197,693,1,61,5,0,23,35,0,0,0,0,0,7,0,2.5
19:00:00,5170,3,4322,675,4,86,5,0,38,35,0,1,0,0,0,1,0,3.2
20:00:00,5357,13,4390,737,2,97,4,0,49,56,1,2,0,0,0,6,0,3.9
21:00:00,4283,44,3513,554,2,71,11,1,35,37,0,3,4,0,0,8,0,3.8
22:00:00,3388,10,2770,459,0,50,1,0,22,67,0,3,2,0,0,4,0,4.3
23:00:00,2534,6,2053,331,2,47,8,1,12,63,0,3,0,0,0,8,0,5.3
