,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,44,0,41,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3
01:00:00,10,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
02:00:00,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,35,0,29,3,0,0,1,0,2,0,0,0,0,0,0,0,0,8.6
04:00:00,35,0,28,5,0,0,1,0,1,0,0,0,0,0,0,0,0,5.7
05:00:00,118,0,101,10,0,5,0,0,1,1,0,0,0,0,0,0,0,5.9
06:00:00,385,1,319,47,0,7,2,0,6,0,0,0,0,0,0,3,0,3.9
07:00:00,557,0,452,56,0,19,3,0,15,0,0,0,0,0,0,12,0,6.6
08:00:00,583,1,484,64,2,10,2,0,16,0,0,0,0,0,0,4,0,4.8
09:00:00,624,0,522,84,0,9,0,0,6,3,0,0,0,0,0,0,0,2.9
10:00:00,584,1,476,86,0,11,4,0,3,3,0,0,0,0,0,0,0,3.6
11:00:00,802,0,669,106,1,17,2,0,6,1,0,0,0,0,0,0,0,3.2
12:00:00,930,1,800,109,0,13,2,0,4,0,0,0,0,0,0,1,0,2.0
13:00:00,821,0,721,83,2,13,0,0,2,0,0,0,0,0,0,0,0,1.8
14:00:00,858,2,695,104,2,23,3,0,12,6,0,0,0,1,0,10,0,5.2
15:00:00,1084,2,919,129,4,13,3,0,8,5,0,0,0,0,0,1,0,2.7
16:00:00,1107,1,921,125,3,20,2,0,21,9,0,0,0,0,0,5,0,4.7
17:00:00,1177,2,1047,108,2,6,1,0,8,2,0,0,0,0,0,1,0,1.4
18:00:00,748,1,655,75,2,4,1,0,4,4,0,0,0,0,0,2,0,1.7
19:00:00,546,1,492,46,0,3,3,0,1,0,0,0,0,0,0,0,0,1.3
20:00:00,370,0,336,30,0,4,0,0,0,0,0,0,0,0,0,0,0,1.1
21:00:00,253,0,221,28,1,2,0,0,1,0,0,0,0,0,0,0,0,1.2
22:00:00,170,0,153,14,0,3,0,0,0,0,0,0,0,0,0,0,0,1.8
23:00:00,101,0,87,10,0,4,0,0,0,0,0,0,0,0,0,0,0,4.0
