,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,140,0,131,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1.4
01:00:00,101,0,94,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
02:00:00,90,0,82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,76,0,68,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3
04:00:00,44,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,46,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
06:00:00,113,0,102,8,0,3,0,0,0,0,0,0,0,0,0,0,0,2.7
07:00:00,168,0,146,20,0,2,0,0,0,0,0,0,0,0,0,0,0,1.2
08:00:00,239,0,215,21,0,3,0,0,0,0,0,0,0,0,0,0,0,1.3
09:00:00,349,2,309,32,0,4,0,0,2,0,0,0,0,0,0,0,0,1.7
10:00:00,437,0,388,43,0,4,0,0,1,1,0,0,0,0,0,0,0,1.4
11:00:00,591,0,537,45,0,8,0,0,1,0,0,0,0,0,0,0,0,1.5
12:00:00,652,2,592,53,0,4,0,0,1,0,0,0,0,0,0,0,0,0.8
13:00:00,671,0,602,60,1,7,0,0,1,0,0,0,0,0,0,0,0,1.2
14:00:00,735,2,679,50,0,3,0,0,1,0,0,0,0,0,0,0,0,0.5
15:00:00,749,3,678,60,1,5,0,0,2,0,0,0,0,0,0,0,0,0.9
16:00:00,665,0,608,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
17:00:00,636,2,587,42,1,4,0,0,0,0,0,0,0,0,0,0,0,0.6
18:00:00,642,1,590,46,1,2,0,0,2,0,0,0,0,0,0,0,0,0.6
19:00:00,480,0,430,44,1,4,0,0,1,0,0,0,0,0,0,0,0,1.0
20:00:00,354,0,322,27,1,2,1,0,1,0,0,0,0,0,0,0,0,1.1
21:00:00,299,0,272,24,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0
22:00:00,181,1,169,7,0,3,1,0,0,0,0,0,0,0,0,0,0,2.2
23:00:00,135,0,120,13,0,2,0,0,0,0,0,0,0,0,0,0,0,1.5
