,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,77,0,62,9,0,5,1,0,0,0,0,0,0,0,0,0,0,7.8
01:00:00,54,0,47,3,0,1,1,0,2,0,0,0,0,0,0,0,0,7.4
02:00:00,38,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,28,0,25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
04:00:00,34,0,27,5,0,1,0,0,1,0,0,0,0,0,0,0,0,5.9
05:00:00,124,0,100,20,0,1,1,0,2,0,0,0,0,0,0,0,0,3.2
06:00:00,487,0,420,54,0,11,2,0,0,0,0,0,0,0,0,0,0,2.7
07:00:00,688,0,596,71,1,14,1,0,4,1,0,0,0,0,0,0,0,2.9
08:00:00,729,0,614,93,0,13,1,0,8,0,0,0,0,0,0,0,0,3.0
09:00:00,681,1,553,105,0,10,2,0,8,1,0,0,0,0,0,1,0,3.1
10:00:00,807,1,673,99,0,25,2,0,6,1,0,0,0,0,0,0,0,4.2
11:00:00,749,1,608,118,0,12,2,0,6,0,0,0,0,0,0,2,0,2.7
12:00:00,887,3,728,130,0,19,1,0,6,0,0,0,0,0,0,0,0,2.9
13:00:00,887,2,736,123,0,17,1,0,7,1,0,0,0,0,0,0,0,2.9
14:00:00,960,0,816,123,0,13,2,0,5,1,0,0,0,0,0,0,0,2.2
15:00:00,990,0,862,110,0,13,3,0,0,2,0,0,0,0,0,0,0,1.8
16:00:00,1081,4,856,130,6,30,1,0,18,16,0,1,0,1,0,18,0,6.2
17:00:00,1273,0,1137,109,1,16,0,0,5,3,0,0,0,0,0,2,0,1.9
18:00:00,1154,3,980,110,3,17,0,0,12,10,0,0,0,1,0,18,0,3.5
19:00:00,773,2,694,71,0,5,0,0,0,1,0,0,0,0,0,0,0,0.8
20:00:00,527,0,484,41,0,0,0,0,1,1,0,0,0,0,0,0,0,0.4
21:00:00,406,1,372,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
22:00:00,279,0,259,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0.7
23:00:00,158,1,149,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6
