,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,57,0,49,4,0,3,1,0,0,0,0,0,0,0,0,0,0,7.0
01:00:00,35,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,27,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,31,0,23,5,0,2,0,0,1,0,0,0,0,0,0,0,0,9.7
04:00:00,41,0,32,5,0,1,2,0,0,1,0,0,0,0,0,0,0,9.8
05:00:00,154,0,126,22,0,3,3,0,0,0,0,0,0,0,0,0,0,3.9
06:00:00,525,0,442,65,1,10,3,0,0,3,0,0,0,0,0,1,0,3.0
07:00:00,900,0,783,99,0,10,3,0,3,2,0,0,0,0,0,0,0,2.0
08:00:00,923,0,787,102,0,19,4,0,11,0,0,0,0,0,0,0,0,3.7
09:00:00,814,0,688,101,2,13,3,0,6,1,0,0,0,0,0,0,0,2.8
10:00:00,784,0,643,107,0,14,8,0,9,2,0,0,0,0,0,1,0,4.2
11:00:00,676,1,569,74,1,15,8,0,5,2,1,0,0,0,0,0,0,4.6
12:00:00,852,1,717,110,0,13,4,0,7,0,0,0,0,0,0,0,0,2.8
13:00:00,848,0,721,98,1,18,4,0,6,0,0,0,0,0,0,0,0,3.3
14:00:00,989,1,835,123,0,22,3,0,3,1,0,0,0,0,0,1,0,2.9
15:00:00,1113,0,935,137,2,15,7,0,10,6,0,0,0,0,0,1,0,3.4
16:00:00,1173,2,1024,119,0,9,2,0,8,6,0,0,0,0,0,3,0,2.1
17:00:00,1128,1,987,115,2,10,0,0,7,4,0,0,0,0,0,2,0,1.9
18:00:00,1169,0,1041,114,0,12,0,0,1,0,1,0,0,0,0,0,0,1.2
19:00:00,679,0,615,60,0,3,1,0,0,0,0,0,0,0,0,0,0,0.6
20:00:00,460,0,415,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0.4
21:00:00,312,0,289,19,1,1,1,0,0,1,0,0,0,0,0,0,0,1.0
22:00:00,177,0,155,19,1,2,0,0,0,0,0,0,0,0,0,0,0,1.1
23:00:00,121,0,109,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8
