,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,102,0,93,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0
01:00:00,52,0,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,51,0,42,7,0,1,1,0,0,0,0,0,0,0,0,0,0,3.9
03:00:00,35,0,31,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9
04:00:00,66,1,53,7,0,3,2,0,0,0,0,0,0,0,0,0,0,7.6
05:00:00,159,0,132,23,1,1,2,0,0,0,0,0,0,0,0,0,0,1.9
06:00:00,484,0,394,79,1,4,1,0,3,2,0,0,0,0,0,0,0,2.1
07:00:00,1016,0,877,119,2,4,5,0,8,0,0,0,0,0,0,1,0,1.7
08:00:00,1189,1,1011,149,0,13,2,0,11,2,0,0,0,0,0,0,0,2.4
09:00:00,859,0,700,127,3,15,2,0,8,3,0,0,0,0,0,1,0,3.3
10:00:00,688,2,557,103,2,13,2,0,6,3,0,0,0,0,0,0,0,3.5
11:00:00,796,0,650,117,1,12,4,0,10,2,0,0,0,0,0,0,0,3.5
12:00:00,872,0,723,125,1,13,3,0,3,2,0,0,0,0,0,2,0,2.4
13:00:00,966,2,824,115,0,13,7,0,5,0,0,0,0,0,0,0,0,2.6
14:00:00,830,1,680,121,1,15,3,0,8,1,0,0,0,0,0,0,0,3.3
15:00:00,827,0,711,95,0,13,1,0,6,0,1,0,0,0,0,0,0,2.5
16:00:00,902,0,776,109,1,11,0,0,5,0,0,0,0,0,0,0,0,1.8
17:00:00,880,0,765,103,0,5,1,0,4,2,0,0,0,0,0,0,0,1.4
18:00:00,710,2,611,82,3,11,1,0,0,0,0,0,0,0,0,0,0,1.7
19:00:00,626,2,564,47,1,8,0,0,3,1,0,0,0,0,0,0,0,1.9
20:00:00,462,1,420,33,1,6,0,0,1,0,0,0,0,0,0,0,0,1.5
21:00:00,387,1,344,35,2,3,1,0,0,1,0,0,0,0,0,0,0,1.3
22:00:00,223,1,200,17,1,2,0,0,2,0,0,0,0,0,0,0,0,1.8
23:00:00,159,1,146,9,0,2,0,0,0,1,0,0,0,0,0,0,0,1.9
