,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,47,0,42,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4.3
01:00:00,42,0,37,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4.8
02:00:00,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
03:00:00,25,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
04:00:00,31,0,23,4,0,0,1,0,2,1,0,0,0,0,0,0,0,12.9
05:00:00,150,0,117,29,0,3,1,0,0,0,0,0,0,0,0,0,0,2.7
06:00:00,495,1,429,51,1,7,4,0,1,0,0,0,0,0,0,1,0,2.4
07:00:00,896,0,781,94,0,16,1,0,4,0,0,0,0,0,0,0,0,2.3
08:00:00,939,0,807,104,0,17,5,0,5,1,0,0,0,0,0,0,0,3.0
09:00:00,823,1,687,104,0,17,5,0,7,2,0,0,0,0,0,0,0,3.8
10:00:00,735,1,605,103,0,14,6,0,4,2,0,0,0,0,0,0,0,3.5
11:00:00,807,4,650,126,0,14,4,0,7,1,0,0,0,0,0,1,0,3.2
12:00:00,889,0,768,97,0,18,1,0,1,3,0,0,0,0,0,1,0,2.6
13:00:00,1034,0,884,124,0,16,0,0,7,1,0,0,0,0,0,2,0,2.3
14:00:00,1083,0,906,136,1,27,3,0,5,3,0,0,0,0,0,2,0,3.5
15:00:00,1176,4,987,123,5,16,2,0,15,11,0,0,0,2,0,11,0,3.9
16:00:00,1113,3,935,115,4,7,1,0,20,15,0,1,0,1,0,11,0,4.0
17:00:00,941,12,748,92,6,19,1,0,18,19,0,1,0,1,0,24,0,6.3
18:00:00,1075,3,875,122,5,15,1,0,20,14,0,0,1,4,0,15,0,5.1
19:00:00,790,1,722,60,2,5,0,0,0,0,0,0,0,0,0,0,0,0.6
20:00:00,552,1,496,46,0,4,1,0,3,1,0,0,0,0,0,0,0,1.6
21:00:00,437,1,405,26,0,3,0,0,0,2,0,0,0,0,0,0,0,1.1
22:00:00,306,1,282,19,1,2,0,0,0,1,0,0,0,0,0,0,0,1.0
23:00:00,166,0,143,14,1,4,0,0,1,3,0,0,0,0,0,0,0,4.8
