,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,109,0,99,7,0,3,0,0,0,0,0,0,0,0,0,0,0,2.8
01:00:00,80,0,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,48,0,44,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4.2
03:00:00,40,0,37,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5
04:00:00,50,0,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
05:00:00,78,0,71,4,0,1,0,0,0,2,0,0,0,0,0,0,0,3.8
06:00:00,131,0,110,17,0,4,0,0,0,0,0,0,0,0,0,0,0,3.1
07:00:00,239,1,212,21,0,3,2,0,0,0,0,0,0,0,0,0,0,2.1
08:00:00,477,0,418,43,0,6,3,0,5,2,0,0,0,0,0,0,0,3.4
09:00:00,618,1,535,64,0,11,2,0,4,1,0,0,0,0,0,0,0,2.9
10:00:00,851,1,707,128,2,9,2,0,2,0,0,0,0,0,0,0,0,1.5
11:00:00,1080,2,888,171,1,13,0,0,4,1,0,0,0,0,0,0,0,1.7
12:00:00,1263,2,1080,167,2,9,0,0,3,0,0,0,0,0,0,0,0,1.0
13:00:00,1290,3,1048,193,5,15,1,0,11,9,0,0,0,0,0,5,0,2.8
14:00:00,1219,1,948,247,2,18,0,0,3,0,0,0,0,0,0,0,0,1.7
15:00:00,1215,2,953,229,0,29,1,0,1,0,0,0,0,0,0,0,0,2.6
16:00:00,1343,0,1109,213,1,14,0,0,3,1,1,0,0,0,0,1,0,1.4
17:00:00,1401,2,1087,288,1,21,0,0,1,0,0,0,0,0,0,1,0,1.6
18:00:00,1237,3,1043,172,2,16,0,0,0,1,0,0,0,0,0,0,0,1.4
19:00:00,1117,1,984,121,0,7,0,0,2,0,0,0,0,0,0,2,0,0.8
20:00:00,861,0,788,68,1,4,0,0,0,0,0,0,0,0,0,0,0,0.5
21:00:00,528,0,487,35,0,4,0,0,2,0,0,0,0,0,0,0,0,1.1
22:00:00,363,2,329,27,0,1,1,0,1,1,0,0,0,0,0,1,0,1.1
23:00:00,210,0,189,19,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0
