,Average Flow,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Invalid Reading,%Truck
00:00:00,70,1,56,9,1,1,0,0,1,0,0,0,0,0,0,1,0,2.9
01:00:00,47,0,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
02:00:00,37,0,34,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5.4
03:00:00,27,0,23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3.7
04:00:00,54,0,47,5,0,0,1,0,1,0,0,0,0,0,0,0,0,3.7
05:00:00,140,0,107,22,0,7,2,0,0,1,0,0,0,0,0,1,0,7.1
06:00:00,419,0,357,49,1,10,1,0,1,0,0,0,0,0,0,0,0,2.9
07:00:00,964,0,844,100,0,14,1,0,5,0,0,0,0,0,0,0,0,2.1
08:00:00,1078,1,922,125,1,18,4,0,6,1,0,0,0,0,0,0,0,2.7
09:00:00,773,0,651,101,1,9,3,0,5,0,0,0,0,0,0,3,0,2.2
10:00:00,828,1,660,126,2,24,7,0,7,0,0,0,0,0,0,1,0,4.6
11:00:00,1003,0,794,184,2,10,5,0,7,1,0,0,0,0,0,0,0,2.3
12:00:00,1138,0,880,207,2,37,6,0,4,2,0,0,0,0,0,0,0,4.3
13:00:00,888,0,691,161,1,23,0,0,9,1,0,0,0,0,0,2,0,3.7
14:00:00,936,0,761,146,2,17,1,0,8,0,0,0,0,0,0,1,0,2.8
15:00:00,909,2,700,180,2,14,3,0,6,2,0,0,0,0,0,0,0,2.8
16:00:00,901,0,750,129,0,12,1,0,8,0,0,0,0,0,0,1,0,2.3
17:00:00,938,1,793,136,0,5,0,0,3,0,0,0,0,0,0,0,0,0.9
18:00:00,816,1,645,152,1,15,1,0,1,0,0,0,0,0,0,0,0,2.1
19:00:00,793,0,699,84,1,6,1,0,2,0,0,0,0,0,0,0,0,1.1
20:00:00,577,2,513,54,1,4,0,0,1,2,0,0,0,0,0,0,0,1.2
21:00:00,479,0,418,55,2,4,0,0,0,0,0,0,0,0,0,0,0,0.8
22:00:00,365,1,333,27,1,2,1,0,0,0,0,0,0,0,0,0,0,0.8
23:00:00,236,0,209,24,0,2,0,0,1,0,0,0,0,0,0,0,0,1.3
